"Subject","Group","Condition","Trial","VideoName","P_V","M_V","ClozeScore","zClozeScore","cClozeScore","PathPrimeV","MannerPrimeV"
"20","L2","Manner",11,"prt_rourou",0,1,31,0.805277338487184,6.50847457627119,"cruza","rueda"
"20","L2","Manner",12,"trm_voidun",0,1,31,0.805277338487184,6.50847457627119,"sube","tira de"
"20","L2","Manner",13,"prt_rourue",0,1,31,0.805277338487184,6.50847457627119,"cruza","rueda"
"20","L2","Manner",14,"tgd_malcol",0,1,31,0.805277338487184,6.50847457627119,"baja","arrastra"
"20","L2","Manner",15,"pgt_panrou",0,1,31,0.805277338487184,6.50847457627119,"cruza","empuja"
"20","L2","Manner",16,"tgd_malnei",1,0,31,0.805277338487184,6.50847457627119,"baja","arrastra"
"20","L2","Manner",17,"prm_boudun",0,1,31,0.805277338487184,6.50847457627119,"sube","rueda"
"20","L2","Manner",18,"pgt_panrue",0,1,31,0.805277338487184,6.50847457627119,"cruza","empuja"
"20","L2","Manner",19,"tge_chamai",0,1,31,0.805277338487184,6.50847457627119,"entra en","arrastra"
"20","L2","Manner",20,"pgd_valcol",1,0,31,0.805277338487184,6.50847457627119,"baja","empuja"
"20","L2","Manner",21,"tre_cadmai",0,1,31,0.805277338487184,6.50847457627119,"entra en","tira de"
"20","L2","Manner",22,"tgt_cherou",0,1,31,0.805277338487184,6.50847457627119,"cruza","arrastra"
"20","L2","Manner",23,"pge_tabmai",0,1,31,0.805277338487184,6.50847457627119,"entra en","empuja"
"20","L2","Manner",24,"tgt_cherue",0,1,31,0.805277338487184,6.50847457627119,"cruza","arrastra"
"20","L2","Manner",25,"trm_voitoi",1,0,31,0.805277338487184,6.50847457627119,"sube","tira de"
"20","L2","Manner",26,"prd_balcol",0,1,31,0.805277338487184,6.50847457627119,"baja","rueda"
"20","L2","Manner",27,"pge_tabgro",0,1,31,0.805277338487184,6.50847457627119,"entra en","empuja"
"20","L2","Manner",28,"prd_balnei",1,0,31,0.805277338487184,6.50847457627119,"baja","rueda"
"20","L2","Manner",29,"tre_cadgro",0,1,31,0.805277338487184,6.50847457627119,"entra en","tira de"
"20","L2","Manner",30,"tgm_sacdun",1,0,31,0.805277338487184,6.50847457627119,"sube","arrastra"
"20","L2","Manner",31,"trd_bronei",1,0,31,0.805277338487184,6.50847457627119,"baja","tira de"
"20","L2","Manner",32,"prm_boutoi",0,1,31,0.805277338487184,6.50847457627119,"sube","rueda"
"21","L2","Path",1,"prd_balnei",1,0,16,-1.0506352775575,-8.49152542372881,"baja","rueda"
"21","L2","Path",2,"pge_tabmai",0,0,16,-1.0506352775575,-8.49152542372881,"entra en","empuja"
"21","L2","Path",3,"prt_rourue",1,0,16,-1.0506352775575,-8.49152542372881,"cruza","rueda"
"21","L2","Path",4,"tre_cadgro",1,0,16,-1.0506352775575,-8.49152542372881,"entra en","tira de"
"21","L2","Path",5,"pgt_panrue",1,0,16,-1.0506352775575,-8.49152542372881,"cruza","empuja"
"21","L2","Path",6,"pre_pnemai",0,0,16,-1.0506352775575,-8.49152542372881,"entra en","rueda"
"21","L2","Path",7,"tgt_cherou",1,0,16,-1.0506352775575,-8.49152542372881,"cruza","arrastra"
"21","L2","Path",8,"pgm_paqdun",1,0,16,-1.0506352775575,-8.49152542372881,"sube","empuja"
"21","L2","Path",9,"tge_chagro",1,0,16,-1.0506352775575,-8.49152542372881,"entra en","arrastra"
"21","L2","Path",10,"trd_bronei",1,0,16,-1.0506352775575,-8.49152542372881,"baja","tira de"
"21","L2","Path",11,"pge_tabgro",1,0,16,-1.0506352775575,-8.49152542372881,"entra en","empuja"
"21","L2","Path",12,"prm_boudun",1,0,16,-1.0506352775575,-8.49152542372881,"sube","rueda"
"21","L2","Path",13,"trd_brocol",1,0,16,-1.0506352775575,-8.49152542372881,"baja","tira de"
"21","L2","Path",14,"pre_pnegro",1,0,16,-1.0506352775575,-8.49152542372881,"entra en","rueda"
"21","L2","Path",15,"tgm_sactoi",1,0,16,-1.0506352775575,-8.49152542372881,"sube","arrastra"
"21","L2","Path",16,"prt_rourou",1,0,16,-1.0506352775575,-8.49152542372881,"cruza","rueda"
"21","L2","Path",17,"pgd_valnei",1,0,16,-1.0506352775575,-8.49152542372881,"baja","empuja"
"21","L2","Path",18,"tge_chamai",1,0,16,-1.0506352775575,-8.49152542372881,"entra en","arrastra"
"21","L2","Path",19,"pgm_paqtoi",1,0,16,-1.0506352775575,-8.49152542372881,"sube","empuja"
"21","L2","Path",20,"tgd_malnei",1,0,16,-1.0506352775575,-8.49152542372881,"baja","arrastra"
"21","L2","Path",21,"trm_voitoi",1,0,16,-1.0506352775575,-8.49152542372881,"sube","tira de"
"21","L2","Path",22,"tgd_malcol",1,0,16,-1.0506352775575,-8.49152542372881,"baja","arrastra"
"21","L2","Path",23,"trt_pourue",1,0,16,-1.0506352775575,-8.49152542372881,"cruza","tira de"
"21","L2","Path",24,"prm_boutoi",1,0,16,-1.0506352775575,-8.49152542372881,"sube","rueda"
"21","L2","Path",25,"pgt_panrou",0,0,16,-1.0506352775575,-8.49152542372881,"cruza","empuja"
"21","L2","Path",26,"trm_voidun",1,0,16,-1.0506352775575,-8.49152542372881,"sube","tira de"
"21","L2","Path",27,"pgd_valcol",0,0,16,-1.0506352775575,-8.49152542372881,"baja","empuja"
"21","L2","Path",28,"trt_pourou",1,0,16,-1.0506352775575,-8.49152542372881,"cruza","tira de"
"21","L2","Path",29,"prd_balcol",0,0,16,-1.0506352775575,-8.49152542372881,"baja","rueda"
"21","L2","Path",31,"tre_cadmai",0,0,16,-1.0506352775575,-8.49152542372881,"entra en","tira de"
"22","L2","Path",1,"prd_balnei",1,0,26,0.186639799805623,1.50847457627119,"baja","rueda"
"22","L2","Path",2,"tgt_cherou",1,0,26,0.186639799805623,1.50847457627119,"cruza","arrastra"
"22","L2","Path",3,"tre_cadgro",1,0,26,0.186639799805623,1.50847457627119,"entra en","tira de"
"22","L2","Path",4,"tgm_sactoi",1,0,26,0.186639799805623,1.50847457627119,"sube","arrastra"
"22","L2","Path",5,"pge_tabmai",1,1,26,0.186639799805623,1.50847457627119,"entra en","empuja"
"22","L2","Path",6,"trt_pourou",1,1,26,0.186639799805623,1.50847457627119,"cruza","tira de"
"22","L2","Path",7,"tgd_malnei",1,0,26,0.186639799805623,1.50847457627119,"baja","arrastra"
"22","L2","Path",8,"trt_pourue",1,0,26,0.186639799805623,1.50847457627119,"cruza","tira de"
"22","L2","Path",9,"tge_chamai",1,0,26,0.186639799805623,1.50847457627119,"entra en","arrastra"
"22","L2","Path",10,"trm_voitoi",1,0,26,0.186639799805623,1.50847457627119,"sube","tira de"
"22","L2","Path",11,"pgt_panrue",1,1,26,0.186639799805623,1.50847457627119,"cruza","empuja"
"22","L2","Path",12,"pre_pnegro",1,1,26,0.186639799805623,1.50847457627119,"entra en","rueda"
"22","L2","Path",13,"pgm_paqdun",1,0,26,0.186639799805623,1.50847457627119,"sube","empuja"
"22","L2","Path",14,"trd_bronei",1,0,26,0.186639799805623,1.50847457627119,"baja","tira de"
"22","L2","Path",15,"prt_rourou",1,0,26,0.186639799805623,1.50847457627119,"cruza","rueda"
"22","L2","Path",16,"pge_tabgro",1,0,26,0.186639799805623,1.50847457627119,"entra en","empuja"
"22","L2","Path",17,"tgm_sacdun",1,0,26,0.186639799805623,1.50847457627119,"sube","arrastra"
"22","L2","Path",18,"pgd_valcol",1,0,26,0.186639799805623,1.50847457627119,"baja","empuja"
"22","L2","Path",19,"tgt_cherue",1,0,26,0.186639799805623,1.50847457627119,"cruza","arrastra"
"22","L2","Path",20,"pgd_valnei",1,0,26,0.186639799805623,1.50847457627119,"baja","empuja"
"22","L2","Path",21,"prm_boutoi",1,0,26,0.186639799805623,1.50847457627119,"sube","rueda"
"22","L2","Path",22,"tge_chagro",1,0,26,0.186639799805623,1.50847457627119,"entra en","arrastra"
"22","L2","Path",23,"trd_brocol",1,0,26,0.186639799805623,1.50847457627119,"baja","tira de"
"22","L2","Path",24,"prm_boudun",1,0,26,0.186639799805623,1.50847457627119,"sube","rueda"
"22","L2","Path",25,"tre_cadmai",1,0,26,0.186639799805623,1.50847457627119,"entra en","tira de"
"22","L2","Path",26,"tgd_malcol",1,0,26,0.186639799805623,1.50847457627119,"baja","arrastra"
"22","L2","Path",27,"trm_voidun",1,0,26,0.186639799805623,1.50847457627119,"sube","tira de"
"22","L2","Path",28,"prt_rourue",1,0,26,0.186639799805623,1.50847457627119,"cruza","rueda"
"22","L2","Path",29,"pgm_paqtoi",1,0,26,0.186639799805623,1.50847457627119,"sube","empuja"
"22","L2","Path",30,"pre_pnemai",1,0,26,0.186639799805623,1.50847457627119,"entra en","rueda"
"22","L2","Path",31,"pgt_panrou",1,0,26,0.186639799805623,1.50847457627119,"cruza","empuja"
"22","L2","Path",32,"prd_balcol",1,0,26,0.186639799805623,1.50847457627119,"baja","rueda"
"23","L2","Manner",1,"pge_tabgro",0,0,30,0.681549830750872,5.50847457627119,"entra en","empuja"
"23","L2","Manner",2,"prd_balnei",0,0,30,0.681549830750872,5.50847457627119,"baja","rueda"
"23","L2","Manner",3,"tre_cadmai",1,0,30,0.681549830750872,5.50847457627119,"entra en","tira de"
"23","L2","Manner",4,"prt_rourou",0,0,30,0.681549830750872,5.50847457627119,"cruza","rueda"
"23","L2","Manner",5,"tgm_sacdun",0,1,30,0.681549830750872,5.50847457627119,"sube","arrastra"
"23","L2","Manner",6,"trt_pourue",0,1,30,0.681549830750872,5.50847457627119,"cruza","tira de"
"23","L2","Manner",7,"tge_chagro",0,1,30,0.681549830750872,5.50847457627119,"entra en","arrastra"
"23","L2","Manner",8,"prm_boutoi",0,1,30,0.681549830750872,5.50847457627119,"sube","rueda"
"23","L2","Manner",9,"tgt_cherou",0,1,30,0.681549830750872,5.50847457627119,"cruza","arrastra"
"23","L2","Manner",10,"prm_boudun",0,1,30,0.681549830750872,5.50847457627119,"sube","rueda"
"23","L2","Manner",11,"pgt_panrue",0,1,30,0.681549830750872,5.50847457627119,"cruza","empuja"
"23","L2","Manner",12,"tgm_sactoi",0,1,30,0.681549830750872,5.50847457627119,"sube","arrastra"
"23","L2","Manner",13,"prt_rourue",0,1,30,0.681549830750872,5.50847457627119,"cruza","rueda"
"23","L2","Manner",14,"pgd_valnei",0,1,30,0.681549830750872,5.50847457627119,"baja","empuja"
"23","L2","Manner",15,"tre_cadgro",0,0,30,0.681549830750872,5.50847457627119,"entra en","tira de"
"23","L2","Manner",16,"tgd_malcol",0,0,30,0.681549830750872,5.50847457627119,"baja","arrastra"
"23","L2","Manner",17,"trm_voitoi",0,1,30,0.681549830750872,5.50847457627119,"sube","tira de"
"23","L2","Manner",18,"pgt_panrou",0,1,30,0.681549830750872,5.50847457627119,"cruza","empuja"
"23","L2","Manner",19,"prd_balcol",0,0,30,0.681549830750872,5.50847457627119,"baja","rueda"
"23","L2","Manner",20,"trt_pourou",0,1,30,0.681549830750872,5.50847457627119,"cruza","tira de"
"23","L2","Manner",21,"pge_tabmai",1,1,30,0.681549830750872,5.50847457627119,"entra en","empuja"
"23","L2","Manner",22,"trd_bronei",0,0,30,0.681549830750872,5.50847457627119,"baja","tira de"
"23","L2","Manner",23,"pre_pnemai",0,1,30,0.681549830750872,5.50847457627119,"entra en","rueda"
"23","L2","Manner",24,"tgt_cherue",0,1,30,0.681549830750872,5.50847457627119,"cruza","arrastra"
"23","L2","Manner",25,"trd_brocol",0,1,30,0.681549830750872,5.50847457627119,"baja","tira de"
"23","L2","Manner",26,"pgm_paqdun",0,1,30,0.681549830750872,5.50847457627119,"sube","empuja"
"23","L2","Manner",27,"tgd_malnei",0,1,30,0.681549830750872,5.50847457627119,"baja","arrastra"
"23","L2","Manner",28,"pgm_paqtoi",0,1,30,0.681549830750872,5.50847457627119,"sube","empuja"
"23","L2","Manner",29,"tge_chamai",0,1,30,0.681549830750872,5.50847457627119,"entra en","arrastra"
"23","L2","Manner",30,"trm_voidun",0,1,30,0.681549830750872,5.50847457627119,"sube","tira de"
"23","L2","Manner",31,"pgd_valcol",0,1,30,0.681549830750872,5.50847457627119,"baja","empuja"
"23","L2","Manner",32,"pre_pnegro",0,1,30,0.681549830750872,5.50847457627119,"entra en","rueda"
"24","L2","Path",1,"trt_pourue",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","tira de"
"24","L2","Path",2,"pre_pnemai",0,0,18,-0.803180262084874,-6.49152542372881,"entra en","rueda"
"24","L2","Path",3,"trd_brocol",1,0,18,-0.803180262084874,-6.49152542372881,"baja","tira de"
"24","L2","Path",4,"pge_tabgro",1,0,18,-0.803180262084874,-6.49152542372881,"entra en","empuja"
"24","L2","Path",5,"tgm_sacdun",1,0,18,-0.803180262084874,-6.49152542372881,"sube","arrastra"
"24","L2","Path",6,"prt_rourue",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","rueda"
"24","L2","Path",7,"tgd_malnei",1,0,18,-0.803180262084874,-6.49152542372881,"baja","arrastra"
"24","L2","Path",8,"trm_voitoi",1,0,18,-0.803180262084874,-6.49152542372881,"sube","tira de"
"24","L2","Path",9,"tgt_cherue",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","arrastra"
"24","L2","Path",10,"prm_boudun",1,0,18,-0.803180262084874,-6.49152542372881,"sube","rueda"
"24","L2","Path",11,"pgd_valcol",1,0,18,-0.803180262084874,-6.49152542372881,"baja","empuja"
"24","L2","Path",12,"tge_chagro",1,0,18,-0.803180262084874,-6.49152542372881,"entra en","arrastra"
"24","L2","Path",13,"pgd_valnei",1,0,18,-0.803180262084874,-6.49152542372881,"baja","empuja"
"24","L2","Path",14,"tre_cadgro",1,0,18,-0.803180262084874,-6.49152542372881,"entra en","tira de"
"24","L2","Path",15,"tgm_sactoi",1,0,18,-0.803180262084874,-6.49152542372881,"sube","arrastra"
"24","L2","Path",16,"prd_balnei",1,0,18,-0.803180262084874,-6.49152542372881,"baja","rueda"
"24","L2","Path",17,"pge_tabmai",1,0,18,-0.803180262084874,-6.49152542372881,"entra en","empuja"
"24","L2","Path",18,"trd_bronei",1,0,18,-0.803180262084874,-6.49152542372881,"baja","tira de"
"24","L2","Path",19,"pgm_paqtoi",1,0,18,-0.803180262084874,-6.49152542372881,"sube","empuja"
"24","L2","Path",20,"pre_pnegro",1,0,18,-0.803180262084874,-6.49152542372881,"entra en","rueda"
"24","L2","Path",21,"pgt_panrue",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","empuja"
"24","L2","Path",22,"prd_balcol",1,0,18,-0.803180262084874,-6.49152542372881,"baja","rueda"
"24","L2","Path",23,"trm_voidun",1,0,18,-0.803180262084874,-6.49152542372881,"sube","tira de"
"24","L2","Path",24,"pgt_panrou",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","empuja"
"24","L2","Path",25,"tre_cadmai",1,0,18,-0.803180262084874,-6.49152542372881,"entra en","tira de"
"24","L2","Path",26,"prm_boutoi",1,0,18,-0.803180262084874,-6.49152542372881,"sube","rueda"
"24","L2","Path",27,"tgd_malcol",1,0,18,-0.803180262084874,-6.49152542372881,"baja","arrastra"
"24","L2","Path",28,"prt_rourou",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","rueda"
"24","L2","Path",29,"pgm_paqdun",1,0,18,-0.803180262084874,-6.49152542372881,"sube","empuja"
"24","L2","Path",30,"trt_pourou",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","tira de"
"24","L2","Path",31,"tge_chamai",1,0,18,-0.803180262084874,-6.49152542372881,"entra en","arrastra"
"24","L2","Path",32,"pgt_panrue",1,0,18,-0.803180262084874,-6.49152542372881,"cruza","empuja"
"25","L2","Baseline",1,"trt_pourue",1,0,26,0.186639799805623,1.50847457627119,"cruza","tira de"
"25","L2","Baseline",2,"prd_balnei",1,0,26,0.186639799805623,1.50847457627119,"baja","rueda"
"25","L2","Baseline",3,"tre_cadgro",1,0,26,0.186639799805623,1.50847457627119,"entra en","tira de"
"25","L2","Baseline",4,"pgt_panrue",0,1,26,0.186639799805623,1.50847457627119,"cruza","empuja"
"25","L2","Baseline",5,"tgd_malcol",0,0,26,0.186639799805623,1.50847457627119,"baja","arrastra"
"25","L2","Baseline",6,"prm_boudun",1,0,26,0.186639799805623,1.50847457627119,"sube","rueda"
"25","L2","Baseline",7,"trt_pourou",0,1,26,0.186639799805623,1.50847457627119,"cruza","tira de"
"25","L2","Baseline",8,"prm_boutoi",1,0,26,0.186639799805623,1.50847457627119,"sube","rueda"
"25","L2","Baseline",9,"tge_chamai",0,1,26,0.186639799805623,1.50847457627119,"entra en","arrastra"
"25","L2","Baseline",10,"trm_voitoi",1,0,26,0.186639799805623,1.50847457627119,"sube","tira de"
"25","L2","Baseline",11,"tgt_cherue",0,1,26,0.186639799805623,1.50847457627119,"cruza","arrastra"
"25","L2","Baseline",12,"pgm_paqtoi",0,1,26,0.186639799805623,1.50847457627119,"sube","empuja"
"25","L2","Baseline",13,"tgt_cherou",1,0,26,0.186639799805623,1.50847457627119,"cruza","arrastra"
"25","L2","Baseline",14,"pre_pnegro",0,1,26,0.186639799805623,1.50847457627119,"entra en","rueda"
"25","L2","Baseline",15,"trd_brocol",1,0,26,0.186639799805623,1.50847457627119,"baja","tira de"
"25","L2","Baseline",16,"prt_rourue",1,0,26,0.186639799805623,1.50847457627119,"cruza","rueda"
"25","L2","Baseline",17,"pgd_valnei",0,1,26,0.186639799805623,1.50847457627119,"baja","empuja"
"25","L2","Baseline",18,"tgm_sactoi",1,0,26,0.186639799805623,1.50847457627119,"sube","arrastra"
"25","L2","Baseline",19,"prt_rourou",1,0,26,0.186639799805623,1.50847457627119,"cruza","rueda"
"25","L2","Baseline",20,"pge_tabgro",0,1,26,0.186639799805623,1.50847457627119,"entra en","empuja"
"25","L2","Baseline",21,"tgm_sacdun",1,0,26,0.186639799805623,1.50847457627119,"sube","arrastra"
"25","L2","Baseline",22,"pgd_valcol",0,1,26,0.186639799805623,1.50847457627119,"baja","empuja"
"25","L2","Baseline",23,"trm_voidun",1,0,26,0.186639799805623,1.50847457627119,"sube","tira de"
"25","L2","Baseline",24,"tgd_malnei",1,0,26,0.186639799805623,1.50847457627119,"baja","arrastra"
"25","L2","Baseline",25,"tre_cadmai",1,0,26,0.186639799805623,1.50847457627119,"entra en","tira de"
"25","L2","Baseline",26,"prd_balcol",1,0,26,0.186639799805623,1.50847457627119,"baja","rueda"
"25","L2","Baseline",27,"pgt_panrou",0,1,26,0.186639799805623,1.50847457627119,"cruza","empuja"
"25","L2","Baseline",28,"trd_bronei",1,0,26,0.186639799805623,1.50847457627119,"baja","tira de"
"25","L2","Baseline",29,"pre_pnemai",1,0,26,0.186639799805623,1.50847457627119,"entra en","rueda"
"25","L2","Baseline",30,"pgm_paqdun",1,0,26,0.186639799805623,1.50847457627119,"sube","empuja"
"25","L2","Baseline",31,"tge_chagro",0,0,26,0.186639799805623,1.50847457627119,"entra en","arrastra"
"25","L2","Baseline",32,"pgd_valcol",0,1,26,0.186639799805623,1.50847457627119,"baja","empuja"
"26","L2","Manner",1,"tgd_malnei",0,0,21,-0.431997738875937,-3.49152542372881,"baja","arrastra"
"26","L2","Manner",2,"trm_voitoi",0,0,21,-0.431997738875937,-3.49152542372881,"sube","tira de"
"26","L2","Manner",3,"tgd_malcol",0,0,21,-0.431997738875937,-3.49152542372881,"baja","arrastra"
"26","L2","Manner",4,"tre_cadmai",0,0,21,-0.431997738875937,-3.49152542372881,"entra en","tira de"
"26","L2","Manner",5,"prm_boudun",0,0,21,-0.431997738875937,-3.49152542372881,"sube","rueda"
"26","L2","Manner",6,"pge_tabgro",0,1,21,-0.431997738875937,-3.49152542372881,"entra en","empuja"
"26","L2","Manner",7,"trd_bronei",0,0,21,-0.431997738875937,-3.49152542372881,"baja","tira de"
"26","L2","Manner",8,"pre_pnemai",0,0,21,-0.431997738875937,-3.49152542372881,"entra en","rueda"
"26","L2","Manner",9,"trt_pourue",0,1,21,-0.431997738875937,-3.49152542372881,"cruza","tira de"
"26","L2","Manner",10,"tge_chamai",0,0,21,-0.431997738875937,-3.49152542372881,"entra en","arrastra"
"26","L2","Manner",11,"pgm_paqdun",0,1,21,-0.431997738875937,-3.49152542372881,"sube","empuja"
"26","L2","Manner",12,"prd_balcol",0,1,21,-0.431997738875937,-3.49152542372881,"baja","rueda"
"26","L2","Manner",13,"tgm_sacdun",0,1,21,-0.431997738875937,-3.49152542372881,"sube","arrastra"
"26","L2","Manner",14,"pre_pnegro",0,1,21,-0.431997738875937,-3.49152542372881,"entra en","rueda"
"26","L2","Manner",15,"pgm_paqtoi",0,1,21,-0.431997738875937,-3.49152542372881,"sube","empuja"
"26","L2","Manner",16,"prt_rourou",0,1,21,-0.431997738875937,-3.49152542372881,"cruza","rueda"
"26","L2","Manner",17,"trd_brocol",0,1,21,-0.431997738875937,-3.49152542372881,"baja","tira de"
"26","L2","Manner",18,"prm_boutoi",0,1,21,-0.431997738875937,-3.49152542372881,"sube","rueda"
"26","L2","Manner",19,"trt_pourou",0,1,21,-0.431997738875937,-3.49152542372881,"cruza","tira de"
"26","L2","Manner",20,"pgd_valcol",0,1,21,-0.431997738875937,-3.49152542372881,"baja","empuja"
"26","L2","Manner",21,"tgt_cherue",0,1,21,-0.431997738875937,-3.49152542372881,"cruza","arrastra"
"26","L2","Manner",22,"prd_balnei",0,1,21,-0.431997738875937,-3.49152542372881,"baja","rueda"
"26","L2","Manner",23,"trm_voidun",0,1,21,-0.431997738875937,-3.49152542372881,"sube","tira de"
"26","L2","Manner",24,"pgt_panrue",0,1,21,-0.431997738875937,-3.49152542372881,"cruza","empuja"
"26","L2","Manner",25,"tge_chagro",0,1,21,-0.431997738875937,-3.49152542372881,"entra en","arrastra"
"26","L2","Manner",26,"pgd_valnei",0,1,21,-0.431997738875937,-3.49152542372881,"baja","empuja"
"26","L2","Manner",27,"tre_cadgro",0,1,21,-0.431997738875937,-3.49152542372881,"entra en","tira de"
"26","L2","Manner",28,"pgt_panrou",0,1,21,-0.431997738875937,-3.49152542372881,"cruza","empuja"
"26","L2","Manner",29,"tgm_sactoi",0,1,21,-0.431997738875937,-3.49152542372881,"sube","arrastra"
"26","L2","Manner",30,"prt_rourue",0,1,21,-0.431997738875937,-3.49152542372881,"cruza","rueda"
"26","L2","Manner",31,"pge_tabmai",0,1,21,-0.431997738875937,-3.49152542372881,"entra en","empuja"
"26","L2","Manner",32,"prm_boutoi",0,1,21,-0.431997738875937,-3.49152542372881,"sube","rueda"
"27","L2","Baseline",1,"tge_chamai",1,0,34,1.17645986169612,9.50847457627119,"entra en","arrastra"
"27","L2","Baseline",2,"trd_brocol",1,0,34,1.17645986169612,9.50847457627119,"baja","tira de"
"27","L2","Baseline",3,"prt_rourue",1,0,34,1.17645986169612,9.50847457627119,"cruza","rueda"
"27","L2","Baseline",4,"trd_bronei",1,0,34,1.17645986169612,9.50847457627119,"baja","tira de"
"27","L2","Baseline",5,"pre_pnegro",0,0,34,1.17645986169612,9.50847457627119,"entra en","rueda"
"27","L2","Baseline",6,"pgm_paqtoi",1,0,34,1.17645986169612,9.50847457627119,"sube","empuja"
"27","L2","Baseline",7,"prd_balcol",1,0,34,1.17645986169612,9.50847457627119,"baja","rueda"
"27","L2","Baseline",8,"tge_chagro",1,0,34,1.17645986169612,9.50847457627119,"entra en","arrastra"
"27","L2","Baseline",9,"pgt_panrou",1,0,34,1.17645986169612,9.50847457627119,"cruza","empuja"
"27","L2","Baseline",10,"tre_cadgro",1,0,34,1.17645986169612,9.50847457627119,"entra en","tira de"
"27","L2","Baseline",11,"prm_boudun",1,0,34,1.17645986169612,9.50847457627119,"sube","rueda"
"27","L2","Baseline",12,"tgt_cherou",1,0,34,1.17645986169612,9.50847457627119,"cruza","arrastra"
"27","L2","Baseline",13,"prd_balnei",1,0,34,1.17645986169612,9.50847457627119,"baja","rueda"
"27","L2","Baseline",14,"pge_tabgro",1,0,34,1.17645986169612,9.50847457627119,"entra en","empuja"
"27","L2","Baseline",15,"tgm_sactoi",1,0,34,1.17645986169612,9.50847457627119,"sube","arrastra"
"27","L2","Baseline",16,"pre_pnemai",1,0,34,1.17645986169612,9.50847457627119,"entra en","rueda"
"27","L2","Baseline",17,"tgd_malcol",0,0,34,1.17645986169612,9.50847457627119,"baja","arrastra"
"27","L2","Baseline",18,"pgt_panrue",0,0,34,1.17645986169612,9.50847457627119,"cruza","empuja"
"27","L2","Baseline",19,"tgm_sacdun",1,0,34,1.17645986169612,9.50847457627119,"sube","arrastra"
"27","L2","Baseline",20,"trt_pourou",1,0,34,1.17645986169612,9.50847457627119,"cruza","tira de"
"27","L2","Baseline",21,"pgm_paqdun",1,0,34,1.17645986169612,9.50847457627119,"sube","empuja"
"27","L2","Baseline",22,"tgt_cherue",1,0,34,1.17645986169612,9.50847457627119,"cruza","arrastra"
"27","L2","Baseline",23,"prm_boutoi",1,0,34,1.17645986169612,9.50847457627119,"sube","rueda"
"27","L2","Baseline",24,"tgd_malnei",0,0,34,1.17645986169612,9.50847457627119,"baja","arrastra"
"27","L2","Baseline",25,"trm_voitoi",1,0,34,1.17645986169612,9.50847457627119,"sube","tira de"
"27","L2","Baseline",26,"pge_tabmai",1,0,34,1.17645986169612,9.50847457627119,"entra en","empuja"
"27","L2","Baseline",27,"prt_rourou",1,0,34,1.17645986169612,9.50847457627119,"cruza","rueda"
"27","L2","Baseline",28,"pgd_valnei",0,0,34,1.17645986169612,9.50847457627119,"baja","empuja"
"27","L2","Baseline",29,"tre_cadmai",1,0,34,1.17645986169612,9.50847457627119,"entra en","tira de"
"27","L2","Baseline",30,"pgd_valcol",0,0,34,1.17645986169612,9.50847457627119,"baja","empuja"
"27","L2","Baseline",31,"trm_voidun",1,0,34,1.17645986169612,9.50847457627119,"sube","tira de"
"27","L2","Baseline",32,"prd_balnei",0,0,34,1.17645986169612,9.50847457627119,"baja","rueda"
"28","L2","Manner",1,"tgm_sactoi",1,0,20,-0.555725246612249,-4.49152542372881,"sube","arrastra"
"28","L2","Manner",2,"trd_brocol",1,0,20,-0.555725246612249,-4.49152542372881,"baja","tira de"
"28","L2","Manner",3,"tge_chagro",1,0,20,-0.555725246612249,-4.49152542372881,"entra en","arrastra"
"28","L2","Manner",4,"prm_boudun",1,0,20,-0.555725246612249,-4.49152542372881,"sube","rueda"
"28","L2","Manner",5,"tge_chamai",1,0,20,-0.555725246612249,-4.49152542372881,"entra en","arrastra"
"28","L2","Manner",6,"prm_boutoi",1,0,20,-0.555725246612249,-4.49152542372881,"sube","rueda"
"28","L2","Manner",7,"tgt_cherue",1,0,20,-0.555725246612249,-4.49152542372881,"cruza","arrastra"
"28","L2","Manner",8,"pge_tabgro",1,0,20,-0.555725246612249,-4.49152542372881,"entra en","empuja"
"28","L2","Manner",9,"trd_bronei",1,0,20,-0.555725246612249,-4.49152542372881,"baja","tira de"
"28","L2","Manner",10,"pre_pnegro",1,0,20,-0.555725246612249,-4.49152542372881,"entra en","rueda"
"28","L2","Manner",11,"tgd_malcol",1,0,20,-0.555725246612249,-4.49152542372881,"baja","arrastra"
"28","L2","Manner",12,"pgm_paqdun",1,0,20,-0.555725246612249,-4.49152542372881,"sube","empuja"
"28","L2","Manner",13,"prd_balcol",1,0,20,-0.555725246612249,-4.49152542372881,"baja","rueda"
"28","L2","Manner",14,"tgm_sacdun",1,0,20,-0.555725246612249,-4.49152542372881,"sube","arrastra"
"28","L2","Manner",15,"pgt_panrue",0,1,20,-0.555725246612249,-4.49152542372881,"cruza","empuja"
"28","L2","Manner",16,"trm_voitoi",1,0,20,-0.555725246612249,-4.49152542372881,"sube","tira de"
"28","L2","Manner",17,"pgd_valcol",1,0,20,-0.555725246612249,-4.49152542372881,"baja","empuja"
