"Subject","Condition","Trial","Word1","Word2","Word3","CorrectChoice","Response","Accuracy"
15,"MannerPrimeSentence",1,"un hula hoop","un local","un carrito de la compra","3","3","1"
15,"MannerPrimeSentence",2,"un cuarto","un tablón","una carretilla","3","3","1"
15,"MannerPrimeSentence",3,"un cerro","una carretera","una piedra","2","2","1"
15,"MannerPrimeSentence",4,"una maleta","una pendiente","un plato","1","1","1"
15,"MannerPrimeSentence",5,"un armario","un coche de juguete","un pasillo","2","2","1"
15,"MannerPrimeSentence",6,"un granero","un repecho","un muñeco","1","1","1"
15,"MannerPrimeSentence",7,"un camino","un jardín","un barril","1","1","1"
15,"MannerPrimeSentence",8,"una mesa","una escalera","un triciclo","1","1","1"
15,"MannerPrimeSentence",9,"una papelera","un tejado","unas gradas","2","2","1"
15,"MannerPrimeSentence",10,"una silla","una botella","un aula","1","1","1"
15,"MannerPrimeSentence",11,"un cesto","una cómoda","una parcela","1","1","1"
15,"MannerPrimeSentence",12,"un saco","un vestíbulo","un colchón","1","1","1"
15,"MannerPrimeSentence",13,"una habitación","un paquete","un sillón","2","2","1"
15,"MannerPrimeSentence",14,"una escuela","un palo","un caballo de juguete","3","3","1"
15,"MannerPrimeSentence",15,"un jardín","un cilindro","una colina nevada","3","3","1"
15,"MannerPrimeSentence",16,"un barril","unos peldaños","un flotador","3","3","1"
15,"MannerPrimeSentence",17,"una colina","un tronco","unos escalones","1","1","1"
15,"MannerPrimeSentence",18,"una lámpara","un almacén","una rueda de carreta","3","3","1"
15,"MannerPrimeSentence",19,"un puente","una duna","una estantería","2","2","1"
15,"MannerPrimeSentence",20,"una escalinata","una manta","una cueva","3","3","1"
15,"MannerPrimeSentence",21,"un collado","un patinete","una bala de paja","3","3","1"
15,"MannerPrimeSentence",22,"una esfera","una sala","un baúl","3","3","1"
15,"MannerPrimeSentence",23,"una loma","un trineo","una calle","3","3","1"
15,"MannerPrimeSentence",24,"una plaza","un carrito de bebé","un aro","2","2","1"
15,"MannerPrimeSentence",25,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
15,"MannerPrimeSentence",26,"una rueda","una vía","un carro","1","1","1"
16,"MannerPrimeSentence",1,"una escalinata","una manta","una cueva","3","3","1"
16,"MannerPrimeSentence",2,"un barril","unos peldaños","un flotador","3","3","1"
16,"MannerPrimeSentence",3,"un puente","una duna","una estantería","2","2","1"
16,"MannerPrimeSentence",4,"una habitación","un paquete","un sillón","2","2","1"
16,"MannerPrimeSentence",5,"un cesto","una cómoda","una parcela","1","1","1"
16,"MannerPrimeSentence",6,"un jardín","un cilindro","una colina nevada","3","3","1"
16,"MannerPrimeSentence",7,"un camino","un jardín","un barril","1","1","1"
16,"MannerPrimeSentence",8,"una rueda","una vía","un carro","1","1","1"
16,"MannerPrimeSentence",9,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
16,"MannerPrimeSentence",10,"un cerro","una carretera","una piedra","2","2","1"
16,"MannerPrimeSentence",11,"una esfera","una sala","un baúl","3","3","1"
16,"MannerPrimeSentence",12,"una mesa","una escalera","un triciclo","1","1","1"
16,"MannerPrimeSentence",13,"un armario","un coche de juguete","un pasillo","2","2","1"
16,"MannerPrimeSentence",14,"una escuela","un palo","un caballo de juguete","3","3","1"
16,"MannerPrimeSentence",15,"una silla","una botella","un aula","1","1","1"
16,"MannerPrimeSentence",16,"un saco","un vestíbulo","un colchón","1","1","1"
16,"MannerPrimeSentence",17,"una maleta","una pendiente","un plato","1","1","1"
16,"MannerPrimeSentence",18,"un collado","un patinete","una bala de paja","3","3","1"
16,"MannerPrimeSentence",19,"un cuarto","un tablón","una carretilla","3","3","1"
16,"MannerPrimeSentence",20,"una colina","un tronco","unos escalones","1","1","1"
16,"MannerPrimeSentence",21,"un hula hoop","un local","un carrito de la compra","3","3","1"
16,"MannerPrimeSentence",22,"un granero","un repecho","un muñeco","1","1","1"
16,"MannerPrimeSentence",23,"una lámpara","un almacén","una rueda de carreta","3","3","1"
16,"MannerPrimeSentence",24,"una plaza","un carrito de bebé","un aro","2","2","1"
16,"MannerPrimeSentence",25,"una loma","un trineo","una calle","3","3","1"
16,"MannerPrimeSentence",26,"una papelera","un tejado","unas gradas","2","2","1"
17,"PathPrimeSentence",1,"un jardín","un cilindro","una colina nevada","3","3","1"
17,"PathPrimeSentence",2,"un granero","un repecho","un muñeco","1","1","1"
17,"PathPrimeSentence",3,"una esfera","una sala","un baúl","3","3","1"
17,"PathPrimeSentence",4,"una colina","un tronco","unos escalones","1","1","1"
17,"PathPrimeSentence",5,"una mesa","una escalera","un triciclo","1","1","1"
17,"PathPrimeSentence",6,"un cuarto","un tablón","una carretilla","3","3","1"
17,"PathPrimeSentence",7,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
17,"PathPrimeSentence",8,"un puente","una duna","una estantería","2","2","1"
17,"PathPrimeSentence",9,"una plaza","un carrito de bebé","un aro","2","2","1"
17,"PathPrimeSentence",10,"una rueda","una vía","un carro","1","1","1"
17,"PathPrimeSentence",11,"una loma","un trineo","una calle","3","3","1"
17,"PathPrimeSentence",12,"un saco","un vestíbulo","un colchón","1","1","1"
17,"PathPrimeSentence",13,"una papelera","un tejado","unas gradas","2","2","1"
17,"PathPrimeSentence",14,"una lámpara","un almacén","una rueda de carreta","3","3","1"
17,"PathPrimeSentence",15,"una escuela","un palo","un caballo de juguete","3","3","1"
17,"PathPrimeSentence",16,"un camino","un jardín","un barril","1","1","1"
17,"PathPrimeSentence",17,"un cerro","una carretera","una piedra","2","2","1"
17,"PathPrimeSentence",18,"un hula hoop","un local","un carrito de la compra","3","3","1"
17,"PathPrimeSentence",19,"un barril","unos peldaños","un flotador","3","3","1"
17,"PathPrimeSentence",20,"un collado","un patinete","una bala de paja","3","3","1"
17,"PathPrimeSentence",21,"una escalinata","una manta","una cueva","3","3","1"
17,"PathPrimeSentence",22,"una silla","una botella","un aula","1","1","1"
17,"PathPrimeSentence",23,"un armario","un coche de juguete","un pasillo","2","2","1"
17,"PathPrimeSentence",24,"una maleta","una pendiente","un plato","1","1","1"
17,"PathPrimeSentence",25,"una habitación","un paquete","un sillón","2","2","1"
17,"PathPrimeSentence",26,"un cesto","una cómoda","una parcela","1","1","1"
18,"NoPrime",1,"una silla","una botella","un aula","1","1","1"
18,"NoPrime",2,"una loma","un trineo","una calle","3","3","1"
18,"NoPrime",3,"un cerro","una carretera","una piedra","2","2","1"
18,"NoPrime",4,"un barril","unos peldaños","un flotador","3","3","1"
18,"NoPrime",5,"un cuarto","un tablón","una carretilla","3","3","1"
18,"NoPrime",6,"un camino","un jardín","un barril","1","1","1"
18,"NoPrime",7,"una mesa","una escalera","un triciclo","1","1","1"
18,"NoPrime",8,"un jardín","un cilindro","una colina nevada","3","3","1"
18,"NoPrime",9,"una papelera","un tejado","unas gradas","2","2","1"
18,"NoPrime",10,"una maleta","una pendiente","un plato","1","1","1"
18,"NoPrime",11,"una habitación","un paquete","un sillón","2","2","1"
18,"NoPrime",12,"un cesto","una cómoda","una parcela","1","1","1"
18,"NoPrime",13,"una esfera","una sala","un baúl","3","3","1"
18,"NoPrime",14,"una lámpara","un almacén","una rueda de carreta","3","3","1"
18,"NoPrime",15,"una rueda","una vía","un carro","1","1","1"
18,"NoPrime",16,"un collado","un patinete","una bala de paja","3","3","1"
18,"NoPrime",17,"una escuela","un palo","un caballo de juguete","3","3","1"
18,"NoPrime",18,"un armario","un coche de juguete","un pasillo","2","2","1"
18,"NoPrime",19,"un granero","un repecho","un muñeco","1","1","1"
18,"NoPrime",20,"una colina","un tronco","unos escalones","1","1","1"
18,"NoPrime",21,"un saco","un vestíbulo","un colchón","1","1","1"
18,"NoPrime",22,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
18,"NoPrime",23,"un puente","una duna","una estantería","2","2","1"
18,"NoPrime",24,"un hula hoop","un local","un carrito de la compra","3","3","1"
18,"NoPrime",25,"una plaza","un carrito de bebé","un aro","2","2","1"
18,"NoPrime",26,"una escalinata","una manta","una cueva","3","3","1"
19,"NoPrime",1,"un granero","un repecho","un muñeco","1","1","1"
19,"NoPrime",2,"una rueda","una vía","un carro","1","1","1"
19,"NoPrime",3,"una plaza","un carrito de bebé","un aro","2","2","1"
19,"NoPrime",4,"un collado","un patinete","una bala de paja","3","3","1"
19,"NoPrime",5,"una silla","una botella","un aula","1","1","1"
19,"NoPrime",6,"un hula hoop","un local","un carrito de la compra","3","3","1"
19,"NoPrime",7,"un cerro","una carretera","una piedra","2","2","1"
19,"NoPrime",8,"una escuela","un palo","un caballo de juguete","3","3","1"
19,"NoPrime",9,"una colina","un tronco","unos escalones","1","1","1"
19,"NoPrime",10,"una papelera","un tejado","unas gradas","2","2","1"
19,"NoPrime",11,"un jardín","un cilindro","una colina nevada","3","3","1"
19,"NoPrime",12,"un barril","unos peldaños","un flotador","3","3","1"
19,"NoPrime",13,"una habitación","un paquete","un sillón","2","2","1"
19,"NoPrime",14,"un armario","un coche de juguete","un pasillo","2","2","1"
19,"NoPrime",15,"una maleta","una pendiente","un plato","1","1","1"
19,"NoPrime",16,"una mesa","una escalera","un triciclo","1","1","1"
19,"NoPrime",17,"un puente","una duna","una estantería","2","2","1"
19,"NoPrime",18,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
19,"NoPrime",19,"un camino","un jardín","un barril","1","1","1"
19,"NoPrime",20,"una esfera","una sala","un baúl","3","3","1"
19,"NoPrime",21,"una escalinata","una manta","una cueva","3","3","1"
19,"NoPrime",22,"un cesto","una cómoda","una parcela","1","1","1"
19,"NoPrime",23,"un cuarto","un tablón","una carretilla","3","3","1"
19,"NoPrime",24,"una lámpara","un almacén","una rueda de carreta","3","3","1"
19,"NoPrime",25,"un saco","un vestíbulo","un colchón","1","1","1"
19,"NoPrime",26,"una loma","un trineo","una calle","3","3","1"
20,"MannerPrimeSentence",1,"una escalinata","una manta","una cueva","3","3","1"
20,"MannerPrimeSentence",2,"un cuarto","un tablón","una carretilla","3","3","1"
20,"MannerPrimeSentence",3,"una habitación","un paquete","un sillón","2","2","1"
20,"MannerPrimeSentence",4,"una papelera","un tejado","unas gradas","2","2","1"
20,"MannerPrimeSentence",5,"un hula hoop","un local","un carrito de la compra","3","3","1"
20,"MannerPrimeSentence",6,"una mesa","una escalera","un triciclo","1","1","1"
20,"MannerPrimeSentence",7,"un jardín","un cilindro","una colina nevada","3","3","1"
20,"MannerPrimeSentence",8,"una rueda","una vía","un carro","1","1","1"
20,"MannerPrimeSentence",9,"un puente","una duna","una estantería","2","2","1"
20,"MannerPrimeSentence",10,"una maleta","una pendiente","un plato","1","1","1"
20,"MannerPrimeSentence",11,"una loma","un trineo","una calle","3","3","1"
20,"MannerPrimeSentence",12,"un cerro","una carretera","una piedra","2","2","1"
20,"MannerPrimeSentence",13,"un camino","un jardín","un barril","1","1","1"
20,"MannerPrimeSentence",14,"un granero","un repecho","un muñeco","1","1","1"
20,"MannerPrimeSentence",15,"un barril","unos peldaños","un flotador","3","3","1"
20,"MannerPrimeSentence",16,"una plaza","un carrito de bebé","un aro","2","2","1"
20,"MannerPrimeSentence",17,"una escuela","un palo","un caballo de juguete","3","3","1"
20,"MannerPrimeSentence",18,"una colina","un tronco","unos escalones","1","1","1"
20,"MannerPrimeSentence",19,"una esfera","una sala","un baúl","3","3","1"
20,"MannerPrimeSentence",20,"un saco","un vestíbulo","un colchón","1","1","1"
20,"MannerPrimeSentence",21,"un cesto","una cómoda","una parcela","1","1","1"
20,"MannerPrimeSentence",22,"una silla","una botella","un aula","1","1","1"
20,"MannerPrimeSentence",23,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
20,"MannerPrimeSentence",24,"una lámpara","un almacén","una rueda de carreta","3","3","1"
20,"MannerPrimeSentence",25,"un armario","un coche de juguete","un pasillo","2","2","1"
20,"MannerPrimeSentence",26,"un collado","un patinete","una bala de paja","3","3","1"
21,"PathPrimeSentence",1,"un hula hoop","un local","un carrito de la compra","3","3","1"
21,"PathPrimeSentence",2,"una plaza","un carrito de bebé","un aro","2","2","1"
21,"PathPrimeSentence",3,"una papelera","un tejado","unas gradas","2","2","1"
21,"PathPrimeSentence",4,"un collado","un patinete","una bala de paja","3","3","1"
21,"PathPrimeSentence",5,"una escalinata","una manta","una cueva","3","3","1"
21,"PathPrimeSentence",6,"una escuela","un palo","un caballo de juguete","3","3","1"
21,"PathPrimeSentence",7,"una silla","una botella","un aula","1","1","1"
21,"PathPrimeSentence",8,"una mesa","una escalera","un triciclo","1","1","1"
21,"PathPrimeSentence",9,"un camino","un jardín","un barril","1","1","1"
21,"PathPrimeSentence",10,"un cerro","una carretera","una piedra","2","1","0"
21,"PathPrimeSentence",11,"una rueda","una vía","un carro","1","1","1"
21,"PathPrimeSentence",12,"una colina","un tronco","unos escalones","1","2","0"
21,"PathPrimeSentence",13,"un jardín","un cilindro","una colina nevada","3","3","1"
21,"PathPrimeSentence",14,"un cesto","una cómoda","una parcela","1","2","0"
21,"PathPrimeSentence",15,"una esfera","una sala","un baúl","3","3","1"
21,"PathPrimeSentence",16,"una habitación","un paquete","un sillón","2","2","1"
21,"PathPrimeSentence",17,"un barril","unos peldaños","un flotador","3","3","1"
21,"PathPrimeSentence",18,"un puente","una duna","una estantería","2","2","1"
21,"PathPrimeSentence",19,"un saco","un vestíbulo","un colchón","1","1","1"
21,"PathPrimeSentence",20,"una maleta","una pendiente","un plato","1","1","1"
21,"PathPrimeSentence",21,"un granero","un repecho","un muñeco","1","1","1"
21,"PathPrimeSentence",22,"una loma","un trineo","una calle","3","3","1"
21,"PathPrimeSentence",23,"una lámpara","un almacén","una rueda de carreta","3","3","1"
21,"PathPrimeSentence",24,"un armario","un coche de juguete","un pasillo","2","2","1"
21,"PathPrimeSentence",25,"un cuarto","un tablón","una carretilla","3","3","1"
21,"PathPrimeSentence",26,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
22,"PathPrimeSentence",1,"un barril","unos peldaños","un flotador","3","3","1"
22,"PathPrimeSentence",2,"una lámpara","un almacén","una rueda de carreta","3","3","1"
22,"PathPrimeSentence",3,"un armario","un coche de juguete","un pasillo","2","2","1"
22,"PathPrimeSentence",4,"una escuela","un palo","un caballo de juguete","3","3","1"
22,"PathPrimeSentence",5,"una plaza","un carrito de bebé","un aro","2","2","1"
22,"PathPrimeSentence",6,"un cuarto","un tablón","una carretilla","3","3","1"
22,"PathPrimeSentence",7,"una papelera","un tejado","unas gradas","2","2","1"
22,"PathPrimeSentence",8,"un cerro","una carretera","una piedra","2","2","1"
22,"PathPrimeSentence",9,"una escalinata","una manta","una cueva","3","3","1"
22,"PathPrimeSentence",10,"un jardín","un cilindro","una colina nevada","3","3","1"
22,"PathPrimeSentence",11,"una mesa","una escalera","un triciclo","1","1","1"
22,"PathPrimeSentence",12,"un granero","un repecho","un muñeco","1","1","1"
22,"PathPrimeSentence",13,"una rueda","una vía","un carro","1","1","1"
22,"PathPrimeSentence",14,"una loma","un trineo","una calle","3","3","1"
22,"PathPrimeSentence",15,"una silla","una botella","un aula","1","1","1"
22,"PathPrimeSentence",16,"una colina","un tronco","unos escalones","1","1","1"
22,"PathPrimeSentence",17,"una esfera","una sala","un baúl","3","3","1"
22,"PathPrimeSentence",18,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
22,"PathPrimeSentence",19,"un camino","un jardín","un barril","1","1","1"
22,"PathPrimeSentence",20,"un puente","una duna","una estantería","2","2","1"
22,"PathPrimeSentence",21,"un hula hoop","un local","un carrito de la compra","3","3","1"
22,"PathPrimeSentence",22,"una maleta","una pendiente","un plato","1","1","1"
22,"PathPrimeSentence",23,"una habitación","un paquete","un sillón","2","2","1"
22,"PathPrimeSentence",24,"un saco","un vestíbulo","un colchón","1","1","1"
22,"PathPrimeSentence",25,"un cesto","una cómoda","una parcela","1","1","1"
22,"PathPrimeSentence",26,"un collado","un patinete","una bala de paja","3","3","1"
23,"MannerPrimeSentence",1,"un saco","un vestíbulo","un colchón","1","1","1"
23,"MannerPrimeSentence",2,"una loma","un trineo","una calle","3","3","1"
23,"MannerPrimeSentence",3,"un cesto","una cómoda","una parcela","1","1","1"
23,"MannerPrimeSentence",4,"un armario","un coche de juguete","un pasillo","2","2","1"
23,"MannerPrimeSentence",5,"un puente","una duna","una estantería","2","2","1"
23,"MannerPrimeSentence",6,"una escalinata","una manta","una cueva","3","3","1"
23,"MannerPrimeSentence",7,"un collado","un patinete","una bala de paja","3","3","1"
23,"MannerPrimeSentence",8,"una rueda","una vía","un carro","1","1","1"
23,"MannerPrimeSentence",9,"un camino","un jardín","un barril","1","1","1"
23,"MannerPrimeSentence",10,"un jardín","un cilindro","una colina nevada","3","3","1"
23,"MannerPrimeSentence",11,"una colina","un tronco","unos escalones","1","1","1"
23,"MannerPrimeSentence",12,"una mesa","una escalera","un triciclo","1","1","1"
23,"MannerPrimeSentence",13,"una plaza","un carrito de bebé","un aro","2","2","1"
23,"MannerPrimeSentence",14,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
23,"MannerPrimeSentence",15,"un barril","unos peldaños","un flotador","3","3","1"
23,"MannerPrimeSentence",16,"un cerro","una carretera","una piedra","2","2","1"
23,"MannerPrimeSentence",17,"una papelera","un tejado","unas gradas","2","2","1"
23,"MannerPrimeSentence",18,"un granero","un repecho","un muñeco","1","1","1"
23,"MannerPrimeSentence",19,"una escuela","un palo","un caballo de juguete","3","3","1"
23,"MannerPrimeSentence",20,"una maleta","una pendiente","un plato","1","1","1"
23,"MannerPrimeSentence",21,"una habitación","un paquete","un sillón","2","2","1"
23,"MannerPrimeSentence",22,"un cuarto","un tablón","una carretilla","3","3","1"
23,"MannerPrimeSentence",23,"un hula hoop","un local","un carrito de la compra","3","3","1"
23,"MannerPrimeSentence",24,"una esfera","una sala","un baúl","3","3","1"
23,"MannerPrimeSentence",25,"una silla","una botella","un aula","1","1","1"
23,"MannerPrimeSentence",26,"una lámpara","un almacén","una rueda de carreta","3","3","1"
24,"PathPrimeSentence",1,"una loma","un trineo","una calle","3","3","1"
24,"PathPrimeSentence",2,"un collado","un patinete","una bala de paja","3","3","1"
24,"PathPrimeSentence",3,"un armario","un coche de juguete","un pasillo","2","2","1"
24,"PathPrimeSentence",4,"un jardín","un cilindro","una colina nevada","3","3","1"
24,"PathPrimeSentence",5,"una esfera","una sala","un baúl","3","3","1"
24,"PathPrimeSentence",6,"un saco","un vestíbulo","un colchón","1","1","1"
24,"PathPrimeSentence",7,"una habitación","un paquete","un sillón","2","2","1"
24,"PathPrimeSentence",8,"un hula hoop","un local","un carrito de la compra","3","3","1"
24,"PathPrimeSentence",9,"una rueda","una vía","un carro","1","1","1"
24,"PathPrimeSentence",10,"una escuela","un palo","un caballo de juguete","3","3","1"
24,"PathPrimeSentence",11,"una maleta","una pendiente","un plato","1","1","1"
24,"PathPrimeSentence",12,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
24,"PathPrimeSentence",13,"una lámpara","un almacén","una rueda de carreta","3","3","1"
24,"PathPrimeSentence",14,"un barril","unos peldaños","un flotador","3","3","1"
24,"PathPrimeSentence",15,"un camino","un jardín","un barril","1","1","1"
24,"PathPrimeSentence",16,"una escalinata","una manta","una cueva","3","3","1"
24,"PathPrimeSentence",17,"una plaza","un carrito de bebé","un aro","2","2","1"
24,"PathPrimeSentence",18,"una mesa","una escalera","un triciclo","1","1","1"
24,"PathPrimeSentence",19,"una colina","un tronco","unos escalones","1","1","1"
24,"PathPrimeSentence",20,"un cerro","una carretera","una piedra","2","2","1"
24,"PathPrimeSentence",21,"una papelera","un tejado","unas gradas","2","2","1"
24,"PathPrimeSentence",22,"un cuarto","un tablón","una carretilla","3","3","1"
24,"PathPrimeSentence",23,"un granero","un repecho","un muñeco","1","1","1"
24,"PathPrimeSentence",24,"un cesto","una cómoda","una parcela","1","1","1"
24,"PathPrimeSentence",25,"un puente","una duna","una estantería","2","2","1"
24,"PathPrimeSentence",26,"una silla","una botella","un aula","1","1","1"
25,"NoPrime",1,"una plaza","un carrito de bebé","un aro","2","2","1"
25,"NoPrime",2,"un collado","un patinete","una bala de paja","3","3","1"
25,"NoPrime",3,"una papelera","un tejado","unas gradas","2","2","1"
25,"NoPrime",4,"una lámpara","un almacén","una rueda de carreta","3","3","1"
25,"NoPrime",5,"un barril","unos peldaños","un flotador","3","3","1"
25,"NoPrime",6,"una escuela","un palo","un caballo de juguete","3","3","1"
25,"NoPrime",7,"una maleta","una pendiente","un plato","1","1","1"
25,"NoPrime",8,"un saco","un vestíbulo","un colchón","1","1","1"
25,"NoPrime",9,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
25,"NoPrime",10,"un cuarto","un tablón","una carretilla","3","3","1"
25,"NoPrime",11,"un puente","una duna","una estantería","2","2","1"
25,"NoPrime",12,"un granero","un repecho","un muñeco","1","1","1"
25,"NoPrime",13,"una loma","un trineo","una calle","3","3","1"
25,"NoPrime",14,"una rueda","una vía","un carro","1","1","1"
25,"NoPrime",15,"una habitación","un paquete","un sillón","2","2","1"
25,"NoPrime",16,"un cerro","una carretera","una piedra","2","2","1"
25,"NoPrime",17,"un armario","un coche de juguete","un pasillo","2","2","1"
25,"NoPrime",18,"una mesa","una escalera","un triciclo","1","1","1"
25,"NoPrime",19,"una silla","una botella","un aula","1","1","1"
25,"NoPrime",20,"una escalinata","una manta","una cueva","3","3","1"
25,"NoPrime",21,"un cesto","una cómoda","una parcela","1","1","1"
25,"NoPrime",22,"un hula hoop","un local","un carrito de la compra","3","3","1"
25,"NoPrime",23,"una esfera","una sala","un baúl","3","3","1"
25,"NoPrime",24,"un camino","un jardín","un barril","1","2","0"
25,"NoPrime",25,"una colina","un tronco","unos escalones","1","1","1"
25,"NoPrime",26,"un jardín","un cilindro","una colina nevada","3","3","1"
26,"MannerPrimeSentence",1,"una escuela","un palo","un caballo de juguete","3","3","1"
26,"MannerPrimeSentence",2,"un cuarto","un tablón","una carretilla","3","3","1"
26,"MannerPrimeSentence",3,"una loma","un trineo","una calle","3","3","1"
26,"MannerPrimeSentence",4,"una papelera","un tejado","unas gradas","2","2","1"
26,"MannerPrimeSentence",5,"una habitación","un paquete","un sillón","2","2","1"
26,"MannerPrimeSentence",6,"un collado","un patinete","una bala de paja","3","3","1"
26,"MannerPrimeSentence",7,"una lámpara","un almacén","una rueda de carreta","3","3","1"
26,"MannerPrimeSentence",8,"un granero","un repecho","un muñeco","1","1","1"
26,"MannerPrimeSentence",9,"una plaza","un carrito de bebé","un aro","2","2","1"
26,"MannerPrimeSentence",10,"una silla","una botella","un aula","1","1","1"
26,"MannerPrimeSentence",11,"un armario","un coche de juguete","un pasillo","2","2","1"
26,"MannerPrimeSentence",12,"una maleta","una pendiente","un plato","1","1","1"
26,"MannerPrimeSentence",13,"una rueda","una vía","un carro","1","1","1"
26,"MannerPrimeSentence",14,"una mesa","una escalera","un triciclo","1","1","1"
26,"MannerPrimeSentence",15,"un saco","un vestíbulo","un colchón","1","1","1"
26,"MannerPrimeSentence",16,"un cerro","una carretera","una piedra","2","2","1"
26,"MannerPrimeSentence",17,"un puente","una duna","una estantería","2","2","1"
26,"MannerPrimeSentence",18,"un cesto","una cómoda","una parcela","1","1","1"
26,"MannerPrimeSentence",19,"un hula hoop","un local","un carrito de la compra","3","3","1"
26,"MannerPrimeSentence",20,"un jardín","un cilindro","una colina nevada","3","3","1"
26,"MannerPrimeSentence",21,"un camino","un jardín","un barril","1","1","1"
26,"MannerPrimeSentence",22,"una colina","un tronco","unos escalones","1","1","1"
26,"MannerPrimeSentence",23,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
26,"MannerPrimeSentence",24,"una esfera","una sala","un baúl","3","1","0"
26,"MannerPrimeSentence",25,"una escalinata","una manta","una cueva","3","3","1"
26,"MannerPrimeSentence",26,"un barril","unos peldaños","un flotador","3","3","1"
27,"NoPrime",1,"un hula hoop","un local","un carrito de la compra","3","3","1"
27,"NoPrime",2,"una mesa","una escalera","un triciclo","1","1","1"
27,"NoPrime",3,"una lámpara","un almacén","una rueda de carreta","3","3","1"
27,"NoPrime",4,"un puente","una duna","una estantería","2","2","1"
27,"NoPrime",5,"una escalinata","una manta","una cueva","3","3","1"
27,"NoPrime",6,"una silla","una botella","un aula","1","1","1"
27,"NoPrime",7,"una habitación","un paquete","un sillón","2","2","1"
27,"NoPrime",8,"un cuarto","un tablón","una carretilla","3","3","1"
27,"NoPrime",9,"una maleta","una pendiente","un plato","1","1","1"
27,"NoPrime",10,"una escuela","un palo","un caballo de juguete","3","3","1"
27,"NoPrime",11,"un saco","un vestíbulo","un colchón","1","1","1"
27,"NoPrime",12,"una colina","un tronco","unos escalones","1","1","1"
27,"NoPrime",13,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
27,"NoPrime",14,"un collado","un patinete","una bala de paja","3","3","1"
27,"NoPrime",15,"una loma","un trineo","una calle","3","3","1"
27,"NoPrime",16,"un cesto","una cómoda","una parcela","1","1","1"
27,"NoPrime",17,"una papelera","un tejado","unas gradas","2","2","1"
27,"NoPrime",18,"una plaza","un carrito de bebé","un aro","2","2","1"
27,"NoPrime",19,"un granero","un repecho","un muñeco","1","1","1"
27,"NoPrime",20,"una esfera","una sala","un baúl","3","3","1"
27,"NoPrime",21,"un camino","un jardín","un barril","1","1","1"
27,"NoPrime",22,"un barril","unos peldaños","un flotador","3","3","1"
27,"NoPrime",23,"un jardín","un cilindro","una colina nevada","3","3","1"
27,"NoPrime",24,"un cerro","una carretera","una piedra","2","2","1"
27,"NoPrime",25,"un armario","un coche de juguete","un pasillo","2","2","1"
27,"NoPrime",26,"una rueda","una vía","un carro","1","1","1"
28,"MannerPrimeSentence",1,"una papelera","un tejado","unas gradas","2","2","1"
28,"MannerPrimeSentence",2,"un cesto","una cómoda","una parcela","1","1","1"
28,"MannerPrimeSentence",3,"una esfera","una sala","un baúl","3","3","1"
28,"MannerPrimeSentence",4,"un armario","un coche de juguete","un pasillo","2","2","1"
28,"MannerPrimeSentence",5,"una maleta","una pendiente","un plato","1","1","1"
28,"MannerPrimeSentence",6,"una escalinata","una manta","una cueva","3","3","1"
28,"MannerPrimeSentence",7,"una mesa","una escalera","un triciclo","1","1","1"
28,"MannerPrimeSentence",8,"una habitación","un paquete","un sillón","2","2","1"
28,"MannerPrimeSentence",9,"una loma","un trineo","una calle","3","3","1"
28,"MannerPrimeSentence",10,"una escuela","un palo","un caballo de juguete","3","3","1"
28,"MannerPrimeSentence",11,"un granero","un repecho","un muñeco","1","1","1"
28,"MannerPrimeSentence",12,"un barril","unos peldaños","un flotador","3","3","1"
28,"MannerPrimeSentence",13,"un puente","una duna","una estantería","2","2","1"
28,"MannerPrimeSentence",14,"una silla","una botella","un aula","1","1","1"
28,"MannerPrimeSentence",15,"un cerro","una carretera","una piedra","2","2","1"
28,"MannerPrimeSentence",16,"un camino","un jardín","un barril","1","1","1"
28,"MannerPrimeSentence",17,"un cuarto","un tablón","una carretilla","3","3","1"
28,"MannerPrimeSentence",18,"una lámpara","un almacén","una rueda de carreta","3","3","1"
28,"MannerPrimeSentence",19,"un jardín","un cilindro","una colina nevada","3","3","1"
28,"MannerPrimeSentence",20,"un collado","un patinete","una bala de paja","3","3","1"
28,"MannerPrimeSentence",21,"un saco","un vestíbulo","un colchón","1","1","1"
28,"MannerPrimeSentence",22,"una colina","un tronco","unos escalones","1","1","1"
28,"MannerPrimeSentence",23,"un hula hoop","un local","un carrito de la compra","3","3","1"
28,"MannerPrimeSentence",24,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
28,"MannerPrimeSentence",25,"una plaza","un carrito de bebé","un aro","2","2","1"
28,"MannerPrimeSentence",26,"una rueda","una vía","un carro","1","1","1"
29,"PathPrimeSentence",1,"un cerro","una carretera","una piedra","2","2","1"
