"Subject","Condition","Trial","Word1","Word2","Word3","CorrectChoice","Response","Accuracy"
29,"PathPrimeSentence",2,"un granero","un repecho","un muñeco","1","1","1"
29,"PathPrimeSentence",3,"una habitación","un paquete","un sillón","2","2","1"
29,"PathPrimeSentence",4,"un cesto","una cómoda","una parcela","1","1","1"
29,"PathPrimeSentence",5,"un camino","un jardín","un barril","1","1","1"
29,"PathPrimeSentence",6,"una rueda","una vía","un carro","1","1","1"
29,"PathPrimeSentence",7,"un collado","un patinete","una bala de paja","3","3","1"
29,"PathPrimeSentence",8,"una escalinata","una manta","una cueva","3","3","1"
29,"PathPrimeSentence",9,"una mesa","una escalera","un triciclo","1","1","1"
29,"PathPrimeSentence",10,"un barril","unos peldaños","un flotador","3","3","1"
29,"PathPrimeSentence",11,"una loma","un trineo","una calle","3","3","1"
29,"PathPrimeSentence",12,"una colina","un tronco","unos escalones","1","1","1"
29,"PathPrimeSentence",13,"un saco","un vestíbulo","un colchón","1","1","1"
29,"PathPrimeSentence",14,"una plaza","un carrito de bebé","un aro","2","2","1"
29,"PathPrimeSentence",15,"una maleta","una pendiente","un plato","1","1","1"
29,"PathPrimeSentence",16,"una esfera","una sala","un baúl","3","1","0"
29,"PathPrimeSentence",17,"una papelera","un tejado","unas gradas","2","2","1"
29,"PathPrimeSentence",18,"un cuarto","un tablón","una carretilla","3","3","1"
29,"PathPrimeSentence",19,"una lámpara","un almacén","una rueda de carreta","3","3","1"
29,"PathPrimeSentence",20,"un armario","un coche de juguete","un pasillo","2","2","1"
29,"PathPrimeSentence",21,"una escuela","un palo","un caballo de juguete","3","3","1"
29,"PathPrimeSentence",22,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
29,"PathPrimeSentence",23,"una silla","una botella","un aula","1","1","1"
29,"PathPrimeSentence",24,"un puente","una duna","una estantería","2","2","1"
29,"PathPrimeSentence",25,"un hula hoop","un local","un carrito de la compra","3","3","1"
29,"PathPrimeSentence",26,"un jardín","un cilindro","una colina nevada","3","3","1"
30,"PathPrimeSentence",1,"una plaza","un carrito de bebé","un aro","2","2","1"
30,"PathPrimeSentence",2,"una escalinata","una manta","una cueva","3","3","1"
30,"PathPrimeSentence",3,"un hula hoop","un local","un carrito de la compra","3","3","1"
30,"PathPrimeSentence",4,"una escuela","un palo","un caballo de juguete","3","3","1"
30,"PathPrimeSentence",5,"un puente","una duna","una estantería","2","2","1"
30,"PathPrimeSentence",6,"una papelera","un tejado","unas gradas","2","2","1"
30,"PathPrimeSentence",7,"un cuarto","un tablón","una carretilla","3","3","1"
30,"PathPrimeSentence",8,"una colina","un tronco","unos escalones","1","1","1"
30,"PathPrimeSentence",9,"un barril","unos peldaños","un flotador","3","3","1"
30,"PathPrimeSentence",10,"una loma","un trineo","una calle","3","3","1"
30,"PathPrimeSentence",11,"un camino","un jardín","un barril","1","1","1"
30,"PathPrimeSentence",12,"un saco","un vestíbulo","un colchón","1","1","1"
30,"PathPrimeSentence",13,"una habitación","un paquete","un sillón","2","2","1"
30,"PathPrimeSentence",14,"una rueda","una vía","un carro","1","1","1"
30,"PathPrimeSentence",15,"una lámpara","un almacén","una rueda de carreta","3","3","1"
30,"PathPrimeSentence",16,"una silla","una botella","un aula","1","1","1"
30,"PathPrimeSentence",17,"un jardín","un cilindro","una colina nevada","3","3","1"
30,"PathPrimeSentence",18,"un cesto","una cómoda","una parcela","1","1","1"
30,"PathPrimeSentence",19,"un granero","un repecho","un muñeco","1","1","1"
30,"PathPrimeSentence",20,"un cerro","una carretera","una piedra","2","2","1"
30,"PathPrimeSentence",21,"un armario","un coche de juguete","un pasillo","2","2","1"
30,"PathPrimeSentence",22,"un collado","un patinete","una bala de paja","3","3","1"
30,"PathPrimeSentence",23,"una esfera","una sala","un baúl","3","3","1"
30,"PathPrimeSentence",24,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
30,"PathPrimeSentence",25,"una maleta","una pendiente","un plato","1","1","1"
30,"PathPrimeSentence",26,"una mesa","una escalera","un triciclo","1","1","1"
31,"NoPrime",1,"una lámpara","un almacén","una rueda de carreta","3","3","1"
31,"NoPrime",2,"un granero","un repecho","un muñeco","1","1","1"
31,"NoPrime",3,"un hula hoop","un local","un carrito de la compra","3","3","1"
31,"NoPrime",4,"una maleta","una pendiente","un plato","1","1","1"
31,"NoPrime",5,"un cerro","una carretera","una piedra","2","2","1"
31,"NoPrime",6,"una esfera","una sala","un baúl","3","3","1"
31,"NoPrime",7,"un jardín","un cilindro","una colina nevada","3","3","1"
31,"NoPrime",8,"una escuela","un palo","un caballo de juguete","3","3","1"
31,"NoPrime",9,"un saco","un vestíbulo","un colchón","1","1","1"
31,"NoPrime",10,"un cesto","una cómoda","una parcela","1","1","1"
31,"NoPrime",11,"una papelera","un tejado","unas gradas","2","2","1"
31,"NoPrime",12,"una mesa","una escalera","un triciclo","1","1","1"
31,"NoPrime",13,"un barril","unos peldaños","un flotador","3","3","1"
31,"NoPrime",14,"un camino","un jardín","un barril","1","1","1"
31,"NoPrime",15,"una escalinata","una manta","una cueva","3","3","1"
31,"NoPrime",16,"una colina","un tronco","unos escalones","1","1","1"
31,"NoPrime",17,"un cuarto","un tablón","una carretilla","3","3","1"
31,"NoPrime",18,"una rueda","una vía","un carro","1","1","1"
31,"NoPrime",19,"una silla","una botella","un aula","1","1","1"
31,"NoPrime",20,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
31,"NoPrime",21,"un armario","un coche de juguete","un pasillo","2","2","1"
31,"NoPrime",22,"un collado","un patinete","una bala de paja","3","3","1"
31,"NoPrime",23,"una plaza","un carrito de bebé","un aro","2","2","1"
31,"NoPrime",24,"una habitación","un paquete","un sillón","2","2","1"
31,"NoPrime",25,"una loma","un trineo","una calle","3","3","1"
31,"NoPrime",26,"un puente","una duna","una estantería","2","2","1"
32,"PathPrimeSentence",1,"un armario","un coche de juguete","un pasillo","2","2","1"
32,"PathPrimeSentence",2,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
32,"PathPrimeSentence",3,"una silla","una botella","un aula","1","1","1"
32,"PathPrimeSentence",4,"una mesa","una escalera","un triciclo","1","1","1"
32,"PathPrimeSentence",5,"un hula hoop","un local","un carrito de la compra","3","3","1"
32,"PathPrimeSentence",6,"una lámpara","un almacén","una rueda de carreta","3","3","1"
32,"PathPrimeSentence",7,"un camino","un jardín","un barril","1","1","1"
32,"PathPrimeSentence",8,"un jardín","un cilindro","una colina nevada","3","3","1"
32,"PathPrimeSentence",9,"un cuarto","un tablón","una carretilla","3","3","1"
32,"PathPrimeSentence",10,"una maleta","una pendiente","un plato","1","1","1"
32,"PathPrimeSentence",11,"un saco","un vestíbulo","un colchón","1","1","1"
32,"PathPrimeSentence",12,"un cesto","una cómoda","una parcela","1","1","1"
32,"PathPrimeSentence",13,"una papelera","un tejado","unas gradas","2","2","1"
32,"PathPrimeSentence",14,"una loma","un trineo","una calle","3","3","1"
32,"PathPrimeSentence",15,"un barril","unos peldaños","un flotador","3","3","1"
32,"PathPrimeSentence",16,"una plaza","un carrito de bebé","un aro","2","2","1"
32,"PathPrimeSentence",17,"una escuela","un palo","un caballo de juguete","3","3","1"
32,"PathPrimeSentence",18,"una esfera","una sala","un baúl","3","3","1"
32,"PathPrimeSentence",19,"una habitación","un paquete","un sillón","2","2","1"
32,"PathPrimeSentence",20,"una rueda","una vía","un carro","1","1","1"
32,"PathPrimeSentence",21,"una colina","un tronco","unos escalones","1","1","1"
32,"PathPrimeSentence",22,"un cerro","una carretera","una piedra","2","2","1"
32,"PathPrimeSentence",23,"un puente","una duna","una estantería","2","2","1"
32,"PathPrimeSentence",24,"un granero","un repecho","un muñeco","1","3","0"
32,"PathPrimeSentence",25,"una escalinata","una manta","una cueva","3","3","1"
32,"PathPrimeSentence",26,"un collado","un patinete","una bala de paja","3","3","1"
33,"NoPrime",1,"una escuela","un palo","un caballo de juguete","3","3","1"
33,"NoPrime",2,"un cerro","una carretera","una piedra","2","2","1"
33,"NoPrime",3,"una mesa","una escalera","un triciclo","1","3","0"
33,"NoPrime",4,"una maleta","una pendiente","un plato","1","1","1"
33,"NoPrime",5,"una plaza","un carrito de bebé","un aro","2","2","1"
33,"NoPrime",6,"una silla","una botella","un aula","1","1","1"
33,"NoPrime",7,"una loma","un trineo","una calle","3","3","1"
33,"NoPrime",8,"un jardín","un cilindro","una colina nevada","3","3","1"
33,"NoPrime",9,"un hula hoop","un local","un carrito de la compra","3","3","1"
33,"NoPrime",10,"una colina","un tronco","unos escalones","1","1","1"
33,"NoPrime",11,"un cuarto","un tablón","una carretilla","3","3","1"
33,"NoPrime",12,"una esfera","una sala","un baúl","3","3","1"
33,"NoPrime",13,"un collado","un patinete","una bala de paja","3","3","1"
33,"NoPrime",14,"un granero","un repecho","un muñeco","1","1","1"
33,"NoPrime",15,"un barril","unos peldaños","un flotador","3","3","1"
33,"NoPrime",16,"un puente","una duna","una estantería","2","2","1"
33,"NoPrime",17,"una habitación","un paquete","un sillón","2","2","1"
33,"NoPrime",18,"una papelera","un tejado","unas gradas","2","2","1"
33,"NoPrime",19,"una rueda","una vía","un carro","1","1","1"
33,"NoPrime",20,"una escalinata","una manta","una cueva","3","3","1"
33,"NoPrime",21,"un saco","un vestíbulo","un colchón","1","1","1"
33,"NoPrime",22,"un armario","un coche de juguete","un pasillo","2","2","1"
33,"NoPrime",23,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
33,"NoPrime",24,"una lámpara","un almacén","una rueda de carreta","3","3","1"
33,"NoPrime",25,"un cesto","una cómoda","una parcela","1","1","1"
33,"NoPrime",26,"un camino","un jardín","un barril","1","1","1"
34,"MannerPrimeSentence",1,"una esfera","una sala","un baúl","3","3","1"
34,"MannerPrimeSentence",2,"un granero","un repecho","un muñeco","1","1","1"
34,"MannerPrimeSentence",3,"una escuela","un palo","un caballo de juguete","3","3","1"
34,"MannerPrimeSentence",4,"una colina","un tronco","unos escalones","1","1","1"
34,"MannerPrimeSentence",5,"una escalinata","una manta","una cueva","3","3","1"
34,"MannerPrimeSentence",6,"un jardín","un cilindro","una colina nevada","3","3","1"
34,"MannerPrimeSentence",7,"un collado","un patinete","una bala de paja","3","3","1"
34,"MannerPrimeSentence",8,"una papelera","un tejado","unas gradas","2","2","1"
34,"MannerPrimeSentence",9,"un armario","un coche de juguete","un pasillo","2","2","1"
34,"MannerPrimeSentence",10,"una habitación","un paquete","un sillón","2","2","1"
34,"MannerPrimeSentence",11,"un cerro","una carretera","una piedra","2","2","1"
34,"MannerPrimeSentence",12,"una maleta","una pendiente","un plato","1","1","1"
34,"MannerPrimeSentence",13,"un cesto","una cómoda","una parcela","1","1","1"
34,"MannerPrimeSentence",14,"una lámpara","un almacén","una rueda de carreta","3","3","1"
34,"MannerPrimeSentence",15,"un saco","un vestíbulo","un colchón","1","1","1"
34,"MannerPrimeSentence",16,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
34,"MannerPrimeSentence",17,"un barril","unos peldaños","un flotador","3","3","1"
34,"MannerPrimeSentence",18,"un puente","una duna","una estantería","2","2","1"
34,"MannerPrimeSentence",19,"una plaza","un carrito de bebé","un aro","2","2","1"
34,"MannerPrimeSentence",20,"un hula hoop","un local","un carrito de la compra","3","3","1"
34,"MannerPrimeSentence",21,"una loma","un trineo","una calle","3","3","1"
34,"MannerPrimeSentence",22,"una rueda","una vía","un carro","1","1","1"
34,"MannerPrimeSentence",23,"una silla","una botella","un aula","1","1","1"
34,"MannerPrimeSentence",24,"un cuarto","un tablón","una carretilla","3","3","1"
34,"MannerPrimeSentence",25,"una mesa","una escalera","un triciclo","1","1","1"
34,"MannerPrimeSentence",26,"un camino","un jardín","un barril","1","1","1"
35,"MannerPrimeSentence",1,"una habitación","un paquete","un sillón","2","2","1"
35,"MannerPrimeSentence",2,"un granero","un repecho","un muñeco","1","1","1"
35,"MannerPrimeSentence",3,"una maleta","una pendiente","un plato","1","1","1"
35,"MannerPrimeSentence",4,"una rueda","una vía","un carro","1","1","1"
35,"MannerPrimeSentence",5,"una plaza","un carrito de bebé","un aro","2","2","1"
35,"MannerPrimeSentence",6,"un cerro","una carretera","una piedra","2","2","1"
35,"MannerPrimeSentence",7,"un cesto","una cómoda","una parcela","1","1","1"
35,"MannerPrimeSentence",8,"una colina","un tronco","unos escalones","1","1","1"
35,"MannerPrimeSentence",9,"una escuela","un palo","un caballo de juguete","3","3","1"
35,"MannerPrimeSentence",10,"un collado","un patinete","una bala de paja","3","3","1"
35,"MannerPrimeSentence",11,"un hula hoop","un local","un carrito de la compra","3","3","1"
35,"MannerPrimeSentence",12,"un camino","un jardín","un barril","1","1","1"
35,"MannerPrimeSentence",13,"un saco","un vestíbulo","un colchón","1","1","1"
35,"MannerPrimeSentence",14,"una mesa","una escalera","un triciclo","1","1","1"
35,"MannerPrimeSentence",15,"una lámpara","un almacén","una rueda de carreta","3","3","1"
35,"MannerPrimeSentence",16,"una silla","una botella","un aula","1","1","1"
35,"MannerPrimeSentence",17,"un jardín","un cilindro","una colina nevada","3","3","1"
35,"MannerPrimeSentence",18,"una loma","un trineo","una calle","3","3","1"
35,"MannerPrimeSentence",19,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
35,"MannerPrimeSentence",20,"un cuarto","un tablón","una carretilla","3","3","1"
35,"MannerPrimeSentence",21,"un armario","un coche de juguete","un pasillo","2","2","1"
35,"MannerPrimeSentence",22,"una escalinata","una manta","una cueva","3","3","1"
35,"MannerPrimeSentence",23,"un puente","una duna","una estantería","2","2","1"
35,"MannerPrimeSentence",24,"una esfera","una sala","un baúl","3","3","1"
35,"MannerPrimeSentence",25,"una papelera","un tejado","unas gradas","2","2","1"
35,"MannerPrimeSentence",26,"un barril","unos peldaños","un flotador","3","3","1"
36,"NoPrime",1,"un jardín","un cilindro","una colina nevada","3","3","1"
36,"NoPrime",2,"un collado","un patinete","una bala de paja","3","3","1"
36,"NoPrime",3,"una colina","un tronco","unos escalones","1","1","1"
36,"NoPrime",4,"una papelera","un tejado","unas gradas","2","2","1"
36,"NoPrime",5,"una silla","una botella","un aula","1","1","1"
36,"NoPrime",6,"una habitación","un paquete","un sillón","2","2","1"
36,"NoPrime",7,"un cerro","una carretera","una piedra","2","2","1"
36,"NoPrime",8,"un granero","un repecho","un muñeco","1","1","1"
36,"NoPrime",9,"una maleta","una pendiente","un plato","1","1","1"
36,"NoPrime",10,"una lámpara","un almacén","una rueda de carreta","3","3","1"
36,"NoPrime",11,"un hula hoop","un local","un carrito de la compra","3","3","1"
36,"NoPrime",12,"una escalinata","una manta","una cueva","3","3","1"
36,"NoPrime",13,"una plaza","un carrito de bebé","un aro","2","2","1"
36,"NoPrime",14,"un camino","un jardín","un barril","1","1","1"
36,"NoPrime",15,"una rueda","una vía","un carro","1","1","1"
36,"NoPrime",16,"una escuela","un palo","un caballo de juguete","3","3","1"
36,"NoPrime",17,"un barril","unos peldaños","un flotador","3","3","1"
36,"NoPrime",18,"un puente","una duna","una estantería","2","2","1"
36,"NoPrime",19,"un armario","un coche de juguete","un pasillo","2","2","1"
36,"NoPrime",20,"un cesto","una cómoda","una parcela","1","1","1"
36,"NoPrime",21,"un saco","un vestíbulo","un colchón","1","1","1"
36,"NoPrime",22,"una loma","un trineo","una calle","3","3","1"
36,"NoPrime",23,"un cuarto","un tablón","una carretilla","3","3","1"
36,"NoPrime",24,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
36,"NoPrime",25,"una esfera","una sala","un baúl","3","3","1"
36,"NoPrime",26,"una mesa","una escalera","un triciclo","1","1","1"
37,"NoPrime",1,"una rueda","una vía","un carro","1","1","1"
37,"NoPrime",2,"un granero","un repecho","un muñeco","1","1","1"
37,"NoPrime",3,"una habitación","un paquete","un sillón","2","2","1"
37,"NoPrime",4,"una silla","una botella","un aula","1","1","1"
37,"NoPrime",5,"un saco","un vestíbulo","un colchón","1","1","1"
37,"NoPrime",6,"un cuarto","un tablón","una carretilla","3","3","1"
37,"NoPrime",7,"una maleta","una pendiente","un plato","1","1","1"
37,"NoPrime",8,"una escalinata","una manta","una cueva","3","3","1"
37,"NoPrime",9,"un cerro","una carretera","una piedra","2","2","1"
37,"NoPrime",10,"una escuela","un palo","un caballo de juguete","3","3","1"
37,"NoPrime",11,"un hula hoop","un local","un carrito de la compra","3","3","1"
37,"NoPrime",12,"un cesto","una cómoda","una parcela","1","1","1"
37,"NoPrime",13,"un jardín","un cilindro","una colina nevada","3","3","1"
37,"NoPrime",14,"una plaza","un carrito de bebé","un aro","2","2","1"
37,"NoPrime",15,"un puente","una duna","una estantería","2","2","1"
37,"NoPrime",16,"una lámpara","un almacén","una rueda de carreta","3","3","1"
37,"NoPrime",17,"un camino","un jardín","un barril","1","1","1"
37,"NoPrime",18,"una papelera","un tejado","unas gradas","2","2","1"
37,"NoPrime",19,"una mesa","una escalera","un triciclo","1","1","1"
37,"NoPrime",20,"un collado","un patinete","una bala de paja","3","3","1"
37,"NoPrime",21,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
37,"NoPrime",22,"una esfera","una sala","un baúl","3","1","0"
37,"NoPrime",23,"un barril","unos peldaños","un flotador","3","3","1"
37,"NoPrime",24,"una colina","un tronco","unos escalones","1","1","1"
37,"NoPrime",25,"una loma","un trineo","una calle","3","3","1"
37,"NoPrime",26,"un armario","un coche de juguete","un pasillo","2","2","1"
38,"PathPrimeSentence",1,"un granero","un repecho","un muñeco","1","1","1"
38,"PathPrimeSentence",2,"una rueda","una vía","un carro","1","1","1"
38,"PathPrimeSentence",3,"una esfera","una sala","un baúl","3","3","1"
38,"PathPrimeSentence",4,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
38,"PathPrimeSentence",5,"un cuarto","un tablón","una carretilla","3","3","1"
38,"PathPrimeSentence",6,"un collado","un patinete","una bala de paja","3","3","1"
38,"PathPrimeSentence",7,"una silla","una botella","un aula","1","1","1"
38,"PathPrimeSentence",8,"una lámpara","un almacén","una rueda de carreta","3","3","1"
38,"PathPrimeSentence",9,"una escalinata","una manta","una cueva","3","3","1"
38,"PathPrimeSentence",10,"una colina","un tronco","unos escalones","1","3","0"
38,"PathPrimeSentence",11,"una loma","un trineo","una calle","3","3","1"
38,"PathPrimeSentence",12,"un armario","un coche de juguete","un pasillo","2","2","1"
38,"PathPrimeSentence",13,"una maleta","una pendiente","un plato","1","1","1"
38,"PathPrimeSentence",14,"un saco","un vestíbulo","un colchón","1","3","0"
38,"PathPrimeSentence",15,"una escuela","un palo","un caballo de juguete","3","3","1"
38,"PathPrimeSentence",16,"un puente","una duna","una estantería","2","2","1"
38,"PathPrimeSentence",17,"una habitación","un paquete","un sillón","2","2","1"
38,"PathPrimeSentence",18,"una papelera","un tejado","unas gradas","2","1","0"
38,"PathPrimeSentence",19,"un cesto","una cómoda","una parcela","1","1","1"
38,"PathPrimeSentence",20,"una plaza","un carrito de bebé","un aro","2","2","1"
38,"PathPrimeSentence",21,"una mesa","una escalera","un triciclo","1","1","1"
38,"PathPrimeSentence",22,"un cerro","una carretera","una piedra","2","2","1"
38,"PathPrimeSentence",23,"un jardín","un cilindro","una colina nevada","3","3","1"
38,"PathPrimeSentence",24,"un barril","unos peldaños","un flotador","3","3","1"
38,"PathPrimeSentence",25,"un hula hoop","un local","un carrito de la compra","3","3","1"
38,"PathPrimeSentence",26,"un camino","un jardín","un barril","1","1","1"
39,"MannerPrimeSentence",1,"un hula hoop","un local","un carrito de la compra","3","3","1"
39,"MannerPrimeSentence",2,"un cerro","una carretera","una piedra","2","2","1"
39,"MannerPrimeSentence",3,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
39,"MannerPrimeSentence",4,"un granero","un repecho","un muñeco","1","1","1"
39,"MannerPrimeSentence",5,"un collado","un patinete","una bala de paja","3","1","0"
39,"MannerPrimeSentence",6,"una plaza","un carrito de bebé","un aro","2","2","1"
39,"MannerPrimeSentence",7,"una esfera","una sala","un baúl","3","3","1"
39,"MannerPrimeSentence",8,"una lámpara","un almacén","una rueda de carreta","3","3","1"
39,"MannerPrimeSentence",9,"un barril","unos peldaños","un flotador","3","3","1"
39,"MannerPrimeSentence",10,"un jardín","un cilindro","una colina nevada","3","3","1"
39,"MannerPrimeSentence",11,"un puente","una duna","una estantería","2","2","1"
39,"MannerPrimeSentence",12,"un armario","un coche de juguete","un pasillo","2","2","1"
39,"MannerPrimeSentence",13,"una mesa","una escalera","un triciclo","1","1","1"
39,"MannerPrimeSentence",14,"una loma","un trineo","una calle","3","3","1"
39,"MannerPrimeSentence",15,"un saco","un vestíbulo","un colchón","1","1","1"
39,"MannerPrimeSentence",16,"una habitación","un paquete","un sillón","2","2","1"
39,"MannerPrimeSentence",17,"un camino","un jardín","un barril","1","1","1"
39,"MannerPrimeSentence",18,"una colina","un tronco","unos escalones","1","1","1"
39,"MannerPrimeSentence",19,"una rueda","una vía","un carro","1","1","1"
39,"MannerPrimeSentence",20,"un cesto","una cómoda","una parcela","1","1","1"
39,"MannerPrimeSentence",21,"una maleta","una pendiente","un plato","1","1","1"
39,"MannerPrimeSentence",22,"una papelera","un tejado","unas gradas","2","1","0"
39,"MannerPrimeSentence",23,"un cuarto","un tablón","una carretilla","3","3","1"
39,"MannerPrimeSentence",24,"una escalinata","una manta","una cueva","3","3","1"
39,"MannerPrimeSentence",25,"una escuela","un palo","un caballo de juguete","3","3","1"
39,"MannerPrimeSentence",26,"una silla","una botella","un aula","1","1","1"
40,"MannerPrimeSentence",1,"una rueda","una vía","un carro","1","1","1"
40,"MannerPrimeSentence",2,"un cerro","una carretera","una piedra","2","2","1"
40,"MannerPrimeSentence",3,"una lámpara","un almacén","una rueda de carreta","3","3","1"
40,"MannerPrimeSentence",4,"un armario","un coche de juguete","un pasillo","2","2","1"
40,"MannerPrimeSentence",5,"una escuela","un palo","un caballo de juguete","3","3","1"
40,"MannerPrimeSentence",6,"una mesa","una escalera","un triciclo","1","1","1"
40,"MannerPrimeSentence",7,"una esfera","una sala","un baúl","3","3","1"
40,"MannerPrimeSentence",8,"una colina","un tronco","unos escalones","1","1","1"
40,"MannerPrimeSentence",9,"un cesto","una cómoda","una parcela","1","1","1"
40,"MannerPrimeSentence",10,"un camino","un jardín","un barril","1","1","1"
40,"MannerPrimeSentence",11,"una escalinata","una manta","una cueva","3","3","1"
40,"MannerPrimeSentence",12,"un granero","un repecho","un muñeco","1","1","1"
40,"MannerPrimeSentence",13,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
40,"MannerPrimeSentence",14,"una habitación","un paquete","un sillón","2","2","1"
40,"MannerPrimeSentence",15,"una papelera","un tejado","unas gradas","2","2","1"
40,"MannerPrimeSentence",16,"un jardín","un cilindro","una colina nevada","3","3","1"
40,"MannerPrimeSentence",17,"una plaza","un carrito de bebé","un aro","2","2","1"
40,"MannerPrimeSentence",18,"una silla","una botella","un aula","1","1","1"
40,"MannerPrimeSentence",19,"un cuarto","un tablón","una carretilla","3","3","1"
40,"MannerPrimeSentence",20,"un hula hoop","un local","un carrito de la compra","3","3","1"
40,"MannerPrimeSentence",21,"un collado","un patinete","una bala de paja","3","3","1"
40,"MannerPrimeSentence",22,"una loma","un trineo","una calle","3","3","1"
40,"MannerPrimeSentence",23,"un barril","unos peldaños","un flotador","3","3","1"
40,"MannerPrimeSentence",24,"una maleta","una pendiente","un plato","1","1","1"
40,"MannerPrimeSentence",25,"un saco","un vestíbulo","un colchón","1","1","1"
40,"MannerPrimeSentence",26,"un puente","una duna","una estantería","2","2","1"
41,"PathPrimeSentence",1,"una escuela","un palo","un caballo de juguete","3","3","1"
41,"PathPrimeSentence",2,"una papelera","un tejado","unas gradas","2","2","1"
41,"PathPrimeSentence",3,"un cesto","una cómoda","una parcela","1","1","1"
41,"PathPrimeSentence",4,"un barril","unos peldaños","un flotador","3","3","1"
41,"PathPrimeSentence",5,"un collado","un patinete","una bala de paja","3","3","1"
41,"PathPrimeSentence",6,"un jardín","un cilindro","una colina nevada","3","3","1"
41,"PathPrimeSentence",7,"un cerro","una carretera","una piedra","2","2","1"
41,"PathPrimeSentence",8,"un hula hoop","un local","un carrito de la compra","3","3","1"
41,"PathPrimeSentence",9,"una loma","un trineo","una calle","3","3","1"
41,"PathPrimeSentence",10,"una esfera","una sala","un baúl","3","3","1"
41,"PathPrimeSentence",11,"un armario","un coche de juguete","un pasillo","2","2","1"
41,"PathPrimeSentence",12,"una lámpara","un almacén","una rueda de carreta","3","3","1"
41,"PathPrimeSentence",13,"un puente","una duna","una estantería","2","2","1"
41,"PathPrimeSentence",14,"un cuarto","un tablón","una carretilla","3","3","1"
41,"PathPrimeSentence",15,"una habitación","un paquete","un sillón","2","2","1"
41,"PathPrimeSentence",16,"un granero","un repecho","un muñeco","1","1","1"
41,"PathPrimeSentence",17,"una maleta","una pendiente","un plato","1","1","1"
41,"PathPrimeSentence",18,"un camino","un jardín","un barril","1","1","1"
41,"PathPrimeSentence",19,"una silla","una botella","un aula","1","1","1"
41,"PathPrimeSentence",20,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
41,"PathPrimeSentence",21,"una plaza","un carrito de bebé","un aro","2","2","1"
41,"PathPrimeSentence",22,"una mesa","una escalera","un triciclo","1","1","1"
41,"PathPrimeSentence",23,"una colina","un tronco","unos escalones","1","1","1"
41,"PathPrimeSentence",24,"un saco","un vestíbulo","un colchón","1","1","1"
41,"PathPrimeSentence",25,"una rueda","una vía","un carro","1","1","1"
41,"PathPrimeSentence",26,"una escalinata","una manta","una cueva","3","3","1"
42,"PathPrimeSentence",1,"una plaza","un carrito de bebé","un aro","2","2","1"
42,"PathPrimeSentence",2,"una maleta","una pendiente","un plato","1","1","1"
42,"PathPrimeSentence",3,"un granero","un repecho","un muñeco","1","1","1"
42,"PathPrimeSentence",4,"un armario","un coche de juguete","un pasillo","2","2","1"
42,"PathPrimeSentence",5,"una rueda","una vía","un carro","1","1","1"
42,"PathPrimeSentence",6,"una colina","un tronco","unos escalones","1","1","1"
42,"PathPrimeSentence",7,"una habitación","un paquete","un sillón","2","2","1"
42,"PathPrimeSentence",8,"una mesa","una escalera","un triciclo","1","1","1"
42,"PathPrimeSentence",9,"una escalinata","una manta","una cueva","3","3","1"
42,"PathPrimeSentence",10,"un ascensor","una bicicleta","una pelota inflable","3","3","1"
42,"PathPrimeSentence",11,"una lámpara","un almacén","una rueda de carreta","3","3","1"
42,"PathPrimeSentence",12,"un hula hoop","un local","un carrito de la compra","3","3","1"
42,"PathPrimeSentence",13,"una esfera","una sala","un baúl","3","3","1"
42,"PathPrimeSentence",14,"un cerro","una carretera","una piedra","2","2","1"
42,"PathPrimeSentence",15,"un saco","un vestíbulo","un colchón","1","1","1"
42,"PathPrimeSentence",16,"una papelera","un tejado","unas gradas","2","2","1"
42,"PathPrimeSentence",17,"una escuela","un palo","un caballo de juguete","3","3","1"
42,"PathPrimeSentence",18,"un camino","un jardín","un barril","1","1","1"
42,"PathPrimeSentence",19,"una silla","una botella","un aula","1","1","1"
42,"PathPrimeSentence",20,"un barril","unos peldaños","un flotador","3","3","1"
42,"PathPrimeSentence",21,"un jardín","un cilindro","una colina nevada","3","3","1"
42,"PathPrimeSentence",22,"un cesto","una cómoda","una parcela","1","1","1"
42,"PathPrimeSentence",23,"un puente","una duna","una estantería","2","2","1"
42,"PathPrimeSentence",24,"un collado","un patinete","una bala de paja","3","3","1"
42,"PathPrimeSentence",25,"un cuarto","un tablón","una carretilla","3","3","1"
42,"PathPrimeSentence",26,"una loma","un trineo","una calle","3","3","1"
43,"NoPrime",1,"un camino","un jardín","un barril","1","1","1"
43,"NoPrime",2,"un granero","un repecho","un muñeco","1","1","1"
43,"NoPrime",3,"una escuela","un palo","un caballo de juguete","3","3","1"
43,"NoPrime",4,"un cesto","una cómoda","una parcela","1","1","1"
