"Subject","Group","Condition","Trial","cTrial","VideoName","ClozeScore","cClozeScore","Profic_categ","Value","Used"
"1","L2","Manner",1,-15.5,"trd_brocol",29,4.51,"high prof","Both",0
"1","L2","Manner",1,-15.5,"trd_brocol",29,4.51,"high prof","Manner_verb",0
"1","L2","Manner",1,-15.5,"trd_brocol",29,4.51,"high prof","None",0
"1","L2","Manner",1,-15.5,"trd_brocol",29,4.51,"high prof","Path_verb",1
"1","L2","Manner",2,-14.5,"tgm_sacdun",29,4.51,"high prof","Both",0
"1","L2","Manner",2,-14.5,"tgm_sacdun",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",2,-14.5,"tgm_sacdun",29,4.51,"high prof","None",0
"1","L2","Manner",2,-14.5,"tgm_sacdun",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",3,-13.5,"trd_bronei",29,4.51,"high prof","Both",0
"1","L2","Manner",3,-13.5,"trd_bronei",29,4.51,"high prof","Manner_verb",0
"1","L2","Manner",3,-13.5,"trd_bronei",29,4.51,"high prof","None",0
"1","L2","Manner",3,-13.5,"trd_bronei",29,4.51,"high prof","Path_verb",1
"1","L2","Manner",4,-12.5,"pgm_paqdun",29,4.51,"high prof","Both",0
"1","L2","Manner",4,-12.5,"pgm_paqdun",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",4,-12.5,"pgm_paqdun",29,4.51,"high prof","None",0
"1","L2","Manner",4,-12.5,"pgm_paqdun",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",5,-11.5,"prd_balcol",29,4.51,"high prof","Both",0
"1","L2","Manner",5,-11.5,"prd_balcol",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",5,-11.5,"prd_balcol",29,4.51,"high prof","None",0
"1","L2","Manner",5,-11.5,"prd_balcol",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",6,-10.5,"pge_tabgro",29,4.51,"high prof","Both",0
"1","L2","Manner",6,-10.5,"pge_tabgro",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",6,-10.5,"pge_tabgro",29,4.51,"high prof","None",0
"1","L2","Manner",6,-10.5,"pge_tabgro",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",7,-9.5,"tgd_malcol",29,4.51,"high prof","Both",0
"1","L2","Manner",7,-9.5,"tgd_malcol",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",7,-9.5,"tgd_malcol",29,4.51,"high prof","None",0
"1","L2","Manner",7,-9.5,"tgd_malcol",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",8,-8.5,"trt_pourou",29,4.51,"high prof","Both",0
"1","L2","Manner",8,-8.5,"trt_pourou",29,4.51,"high prof","Manner_verb",0
"1","L2","Manner",8,-8.5,"trt_pourou",29,4.51,"high prof","None",0
"1","L2","Manner",8,-8.5,"trt_pourou",29,4.51,"high prof","Path_verb",1
"1","L2","Manner",9,-7.5,"pgd_valcol",29,4.51,"high prof","Both",0
"1","L2","Manner",9,-7.5,"pgd_valcol",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",9,-7.5,"pgd_valcol",29,4.51,"high prof","None",0
"1","L2","Manner",9,-7.5,"pgd_valcol",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",10,-6.5,"trt_pourue",29,4.51,"high prof","Both",0
"1","L2","Manner",10,-6.5,"trt_pourue",29,4.51,"high prof","Manner_verb",0
"1","L2","Manner",10,-6.5,"trt_pourue",29,4.51,"high prof","None",0
"1","L2","Manner",10,-6.5,"trt_pourue",29,4.51,"high prof","Path_verb",1
"1","L2","Manner",11,-5.5,"prd_balnei",29,4.51,"high prof","Both",0
"1","L2","Manner",11,-5.5,"prd_balnei",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",11,-5.5,"prd_balnei",29,4.51,"high prof","None",0
"1","L2","Manner",11,-5.5,"prd_balnei",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",12,-4.5,"pgm_paqtoi",29,4.51,"high prof","Both",0
"1","L2","Manner",12,-4.5,"pgm_paqtoi",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",12,-4.5,"pgm_paqtoi",29,4.51,"high prof","None",0
"1","L2","Manner",12,-4.5,"pgm_paqtoi",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",13,-3.5,"tgt_cherou",29,4.51,"high prof","Both",0
"1","L2","Manner",13,-3.5,"tgt_cherou",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",13,-3.5,"tgt_cherou",29,4.51,"high prof","None",0
"1","L2","Manner",13,-3.5,"tgt_cherou",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",14,-2.5,"prm_boutoi",29,4.51,"high prof","Both",0
"1","L2","Manner",14,-2.5,"prm_boutoi",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",14,-2.5,"prm_boutoi",29,4.51,"high prof","None",0
"1","L2","Manner",14,-2.5,"prm_boutoi",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",15,-1.5,"pgt_panrou",29,4.51,"high prof","Both",0
"1","L2","Manner",15,-1.5,"pgt_panrou",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",15,-1.5,"pgt_panrou",29,4.51,"high prof","None",0
"1","L2","Manner",15,-1.5,"pgt_panrou",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",16,-0.5,"trm_voidun",29,4.51,"high prof","Both",0
"1","L2","Manner",16,-0.5,"trm_voidun",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",16,-0.5,"trm_voidun",29,4.51,"high prof","None",0
"1","L2","Manner",16,-0.5,"trm_voidun",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",17,0.5,"tge_chagro",29,4.51,"high prof","Both",0
"1","L2","Manner",17,0.5,"tge_chagro",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",17,0.5,"tge_chagro",29,4.51,"high prof","None",0
"1","L2","Manner",17,0.5,"tge_chagro",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",18,1.5,"prt_rourue",29,4.51,"high prof","Both",0
"1","L2","Manner",18,1.5,"prt_rourue",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",18,1.5,"prt_rourue",29,4.51,"high prof","None",0
"1","L2","Manner",18,1.5,"prt_rourue",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",19,2.5,"tre_cadmai",29,4.51,"high prof","Both",0
"1","L2","Manner",19,2.5,"tre_cadmai",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",19,2.5,"tre_cadmai",29,4.51,"high prof","None",0
"1","L2","Manner",19,2.5,"tre_cadmai",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",20,3.5,"prm_boudun",29,4.51,"high prof","Both",0
"1","L2","Manner",20,3.5,"prm_boudun",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",20,3.5,"prm_boudun",29,4.51,"high prof","None",0
"1","L2","Manner",20,3.5,"prm_boudun",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",21,4.5,"pgt_panrue",29,4.51,"high prof","Both",0
"1","L2","Manner",21,4.5,"pgt_panrue",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",21,4.5,"pgt_panrue",29,4.51,"high prof","None",0
"1","L2","Manner",21,4.5,"pgt_panrue",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",22,5.5,"pre_pnegro",29,4.51,"high prof","Both",0
"1","L2","Manner",22,5.5,"pre_pnegro",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",22,5.5,"pre_pnegro",29,4.51,"high prof","None",0
"1","L2","Manner",22,5.5,"pre_pnegro",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",23,6.5,"tgm_sactoi",29,4.51,"high prof","Both",0
"1","L2","Manner",23,6.5,"tgm_sactoi",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",23,6.5,"tgm_sactoi",29,4.51,"high prof","None",0
"1","L2","Manner",23,6.5,"tgm_sactoi",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",24,7.5,"pgd_valnei",29,4.51,"high prof","Both",0
"1","L2","Manner",24,7.5,"pgd_valnei",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",24,7.5,"pgd_valnei",29,4.51,"high prof","None",0
"1","L2","Manner",24,7.5,"pgd_valnei",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",25,8.5,"trm_voitoi",29,4.51,"high prof","Both",0
"1","L2","Manner",25,8.5,"trm_voitoi",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",25,8.5,"trm_voitoi",29,4.51,"high prof","None",0
"1","L2","Manner",25,8.5,"trm_voitoi",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",26,9.5,"pre_pnemai",29,4.51,"high prof","Both",0
"1","L2","Manner",26,9.5,"pre_pnemai",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",26,9.5,"pre_pnemai",29,4.51,"high prof","None",0
"1","L2","Manner",26,9.5,"pre_pnemai",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",27,10.5,"tgt_cherue",29,4.51,"high prof","Both",0
"1","L2","Manner",27,10.5,"tgt_cherue",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",27,10.5,"tgt_cherue",29,4.51,"high prof","None",0
"1","L2","Manner",27,10.5,"tgt_cherue",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",28,11.5,"pge_tabmai",29,4.51,"high prof","Both",0
"1","L2","Manner",28,11.5,"pge_tabmai",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",28,11.5,"pge_tabmai",29,4.51,"high prof","None",0
"1","L2","Manner",28,11.5,"pge_tabmai",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",29,12.5,"tgd_malnei",29,4.51,"high prof","Both",0
"1","L2","Manner",29,12.5,"tgd_malnei",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",29,12.5,"tgd_malnei",29,4.51,"high prof","None",0
"1","L2","Manner",29,12.5,"tgd_malnei",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",30,13.5,"tre_cadgro",29,4.51,"high prof","Both",0
"1","L2","Manner",30,13.5,"tre_cadgro",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",30,13.5,"tre_cadgro",29,4.51,"high prof","None",0
"1","L2","Manner",30,13.5,"tre_cadgro",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",31,14.5,"prt_rourou",29,4.51,"high prof","Both",0
"1","L2","Manner",31,14.5,"prt_rourou",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",31,14.5,"prt_rourou",29,4.51,"high prof","None",0
"1","L2","Manner",31,14.5,"prt_rourou",29,4.51,"high prof","Path_verb",0
"1","L2","Manner",32,15.5,"tge_chamai",29,4.51,"high prof","Both",0
"1","L2","Manner",32,15.5,"tge_chamai",29,4.51,"high prof","Manner_verb",1
"1","L2","Manner",32,15.5,"tge_chamai",29,4.51,"high prof","None",0
"1","L2","Manner",32,15.5,"tge_chamai",29,4.51,"high prof","Path_verb",0
"10","L2","Manner",1,-15.5,"pre_pnegro",7,-17.49,"low prof","Both",0
"10","L2","Manner",1,-15.5,"pre_pnegro",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",1,-15.5,"pre_pnegro",7,-17.49,"low prof","None",0
"10","L2","Manner",1,-15.5,"pre_pnegro",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",2,-14.5,"trd_bronei",7,-17.49,"low prof","Both",0
"10","L2","Manner",2,-14.5,"trd_bronei",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",2,-14.5,"trd_bronei",7,-17.49,"low prof","None",0
"10","L2","Manner",2,-14.5,"trd_bronei",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",3,-13.5,"pgt_panrou",7,-17.49,"low prof","Both",0
"10","L2","Manner",3,-13.5,"pgt_panrou",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",3,-13.5,"pgt_panrou",7,-17.49,"low prof","None",0
"10","L2","Manner",3,-13.5,"pgt_panrou",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",4,-12.5,"tgm_sacdun",7,-17.49,"low prof","Both",0
"10","L2","Manner",4,-12.5,"tgm_sacdun",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",4,-12.5,"tgm_sacdun",7,-17.49,"low prof","None",0
"10","L2","Manner",4,-12.5,"tgm_sacdun",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",5,-11.5,"trt_pourou",7,-17.49,"low prof","Both",0
"10","L2","Manner",5,-11.5,"trt_pourou",7,-17.49,"low prof","Manner_verb",0
"10","L2","Manner",5,-11.5,"trt_pourou",7,-17.49,"low prof","None",1
"10","L2","Manner",5,-11.5,"trt_pourou",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",6,-10.5,"pre_pnemai",7,-17.49,"low prof","Both",0
"10","L2","Manner",6,-10.5,"pre_pnemai",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",6,-10.5,"pre_pnemai",7,-17.49,"low prof","None",0
"10","L2","Manner",6,-10.5,"pre_pnemai",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",7,-9.5,"pgt_panrue",7,-17.49,"low prof","Both",0
"10","L2","Manner",7,-9.5,"pgt_panrue",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",7,-9.5,"pgt_panrue",7,-17.49,"low prof","None",0
"10","L2","Manner",7,-9.5,"pgt_panrue",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",8,-8.5,"tge_chamai",7,-17.49,"low prof","Both",0
"10","L2","Manner",8,-8.5,"tge_chamai",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",8,-8.5,"tge_chamai",7,-17.49,"low prof","None",0
"10","L2","Manner",8,-8.5,"tge_chamai",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",9,-7.5,"pgd_valnei",7,-17.49,"low prof","Both",0
"10","L2","Manner",9,-7.5,"pgd_valnei",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",9,-7.5,"pgd_valnei",7,-17.49,"low prof","None",0
"10","L2","Manner",9,-7.5,"pgd_valnei",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",10,-6.5,"tgt_cherou",7,-17.49,"low prof","Both",0
"10","L2","Manner",10,-6.5,"tgt_cherou",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",10,-6.5,"tgt_cherou",7,-17.49,"low prof","None",0
"10","L2","Manner",10,-6.5,"tgt_cherou",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",11,-5.5,"pge_tabmai",7,-17.49,"low prof","Both",0
"10","L2","Manner",11,-5.5,"pge_tabmai",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",11,-5.5,"pge_tabmai",7,-17.49,"low prof","None",0
"10","L2","Manner",11,-5.5,"pge_tabmai",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",12,-4.5,"tgd_malcol",7,-17.49,"low prof","Both",0
"10","L2","Manner",12,-4.5,"tgd_malcol",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",12,-4.5,"tgd_malcol",7,-17.49,"low prof","None",0
"10","L2","Manner",12,-4.5,"tgd_malcol",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",13,-3.5,"prt_rourue",7,-17.49,"low prof","Both",0
"10","L2","Manner",13,-3.5,"prt_rourue",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",13,-3.5,"prt_rourue",7,-17.49,"low prof","None",0
"10","L2","Manner",13,-3.5,"prt_rourue",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",14,-2.5,"tgd_malnei",7,-17.49,"low prof","Both",0
"10","L2","Manner",14,-2.5,"tgd_malnei",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",14,-2.5,"tgd_malnei",7,-17.49,"low prof","None",0
"10","L2","Manner",14,-2.5,"tgd_malnei",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",15,-1.5,"tre_cadgro",7,-17.49,"low prof","Both",0
"10","L2","Manner",15,-1.5,"tre_cadgro",7,-17.49,"low prof","Manner_verb",0
"10","L2","Manner",15,-1.5,"tre_cadgro",7,-17.49,"low prof","None",1
"10","L2","Manner",15,-1.5,"tre_cadgro",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",16,-0.5,"prd_balnei",7,-17.49,"low prof","Both",0
"10","L2","Manner",16,-0.5,"prd_balnei",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",16,-0.5,"prd_balnei",7,-17.49,"low prof","None",0
"10","L2","Manner",16,-0.5,"prd_balnei",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",17,0.5,"trm_voitoi",7,-17.49,"low prof","Both",0
"10","L2","Manner",17,0.5,"trm_voitoi",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",17,0.5,"trm_voitoi",7,-17.49,"low prof","None",0
"10","L2","Manner",17,0.5,"trm_voitoi",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",18,1.5,"tge_chagro",7,-17.49,"low prof","Both",0
"10","L2","Manner",18,1.5,"tge_chagro",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",18,1.5,"tge_chagro",7,-17.49,"low prof","None",0
"10","L2","Manner",18,1.5,"tge_chagro",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",19,2.5,"prm_boutoi",7,-17.49,"low prof","Both",0
"10","L2","Manner",19,2.5,"prm_boutoi",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",19,2.5,"prm_boutoi",7,-17.49,"low prof","None",0
"10","L2","Manner",19,2.5,"prm_boutoi",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",20,3.5,"trd_brocol",7,-17.49,"low prof","Both",0
"10","L2","Manner",20,3.5,"trd_brocol",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",20,3.5,"trd_brocol",7,-17.49,"low prof","None",0
"10","L2","Manner",20,3.5,"trd_brocol",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",21,4.5,"prt_rourou",7,-17.49,"low prof","Both",0
"10","L2","Manner",21,4.5,"prt_rourou",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",21,4.5,"prt_rourou",7,-17.49,"low prof","None",0
"10","L2","Manner",21,4.5,"prt_rourou",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",22,5.5,"trm_voidun",7,-17.49,"low prof","Both",0
"10","L2","Manner",22,5.5,"trm_voidun",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",22,5.5,"trm_voidun",7,-17.49,"low prof","None",0
"10","L2","Manner",22,5.5,"trm_voidun",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",23,6.5,"pge_tabgro",7,-17.49,"low prof","Both",0
"10","L2","Manner",23,6.5,"pge_tabgro",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",23,6.5,"pge_tabgro",7,-17.49,"low prof","None",0
"10","L2","Manner",23,6.5,"pge_tabgro",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",24,7.5,"tgm_sactoi",7,-17.49,"low prof","Both",0
"10","L2","Manner",24,7.5,"tgm_sactoi",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",24,7.5,"tgm_sactoi",7,-17.49,"low prof","None",0
"10","L2","Manner",24,7.5,"tgm_sactoi",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",25,8.5,"prd_balcol",7,-17.49,"low prof","Both",0
"10","L2","Manner",25,8.5,"prd_balcol",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",25,8.5,"prd_balcol",7,-17.49,"low prof","None",0
"10","L2","Manner",25,8.5,"prd_balcol",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",26,9.5,"tgt_cherue",7,-17.49,"low prof","Both",0
"10","L2","Manner",26,9.5,"tgt_cherue",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",26,9.5,"tgt_cherue",7,-17.49,"low prof","None",0
"10","L2","Manner",26,9.5,"tgt_cherue",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",27,10.5,"pgm_paqtoi",7,-17.49,"low prof","Both",0
"10","L2","Manner",27,10.5,"pgm_paqtoi",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",27,10.5,"pgm_paqtoi",7,-17.49,"low prof","None",0
"10","L2","Manner",27,10.5,"pgm_paqtoi",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",28,11.5,"tre_cadmai",7,-17.49,"low prof","Both",0
"10","L2","Manner",28,11.5,"tre_cadmai",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",28,11.5,"tre_cadmai",7,-17.49,"low prof","None",0
"10","L2","Manner",28,11.5,"tre_cadmai",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",29,12.5,"pgm_paqdun",7,-17.49,"low prof","Both",0
"10","L2","Manner",29,12.5,"pgm_paqdun",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",29,12.5,"pgm_paqdun",7,-17.49,"low prof","None",0
"10","L2","Manner",29,12.5,"pgm_paqdun",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",30,13.5,"trt_pourue",7,-17.49,"low prof","Both",0
"10","L2","Manner",30,13.5,"trt_pourue",7,-17.49,"low prof","Manner_verb",0
"10","L2","Manner",30,13.5,"trt_pourue",7,-17.49,"low prof","None",1
"10","L2","Manner",30,13.5,"trt_pourue",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",31,14.5,"pgd_valcol",7,-17.49,"low prof","Both",0
"10","L2","Manner",31,14.5,"pgd_valcol",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",31,14.5,"pgd_valcol",7,-17.49,"low prof","None",0
"10","L2","Manner",31,14.5,"pgd_valcol",7,-17.49,"low prof","Path_verb",0
"10","L2","Manner",32,15.5,"pre_pnemai",7,-17.49,"low prof","Both",0
"10","L2","Manner",32,15.5,"pre_pnemai",7,-17.49,"low prof","Manner_verb",1
"10","L2","Manner",32,15.5,"pre_pnemai",7,-17.49,"low prof","None",0
"10","L2","Manner",32,15.5,"pre_pnemai",7,-17.49,"low prof","Path_verb",0
"11","L2","Baseline",1,-15.5,"pgm_paqtoi",28,3.51,"high prof","Both",0
"11","L2","Baseline",1,-15.5,"pgm_paqtoi",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",1,-15.5,"pgm_paqtoi",28,3.51,"high prof","None",0
"11","L2","Baseline",1,-15.5,"pgm_paqtoi",28,3.51,"high prof","Path_verb",1
"11","L2","Baseline",2,-14.5,"tge_chamai",28,3.51,"high prof","Both",0
"11","L2","Baseline",2,-14.5,"tge_chamai",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",2,-14.5,"tge_chamai",28,3.51,"high prof","None",1
"11","L2","Baseline",2,-14.5,"tge_chamai",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",3,-13.5,"pgd_valnei",28,3.51,"high prof","Both",0
"11","L2","Baseline",3,-13.5,"pgd_valnei",28,3.51,"high prof","Manner_verb",1
"11","L2","Baseline",3,-13.5,"pgd_valnei",28,3.51,"high prof","None",0
"11","L2","Baseline",3,-13.5,"pgd_valnei",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",4,-12.5,"trt_pourou",28,3.51,"high prof","Both",0
"11","L2","Baseline",4,-12.5,"trt_pourou",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",4,-12.5,"trt_pourou",28,3.51,"high prof","None",1
"11","L2","Baseline",4,-12.5,"trt_pourou",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",5,-11.5,"tgd_malnei",28,3.51,"high prof","Both",0
"11","L2","Baseline",5,-11.5,"tgd_malnei",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",5,-11.5,"tgd_malnei",28,3.51,"high prof","None",0
"11","L2","Baseline",5,-11.5,"tgd_malnei",28,3.51,"high prof","Path_verb",1
"11","L2","Baseline",6,-10.5,"trm_voidun",28,3.51,"high prof","Both",0
"11","L2","Baseline",6,-10.5,"trm_voidun",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",6,-10.5,"trm_voidun",28,3.51,"high prof","None",0
"11","L2","Baseline",6,-10.5,"trm_voidun",28,3.51,"high prof","Path_verb",1
"11","L2","Baseline",7,-9.5,"pge_tabgro",28,3.51,"high prof","Both",0
"11","L2","Baseline",7,-9.5,"pge_tabgro",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",7,-9.5,"pge_tabgro",28,3.51,"high prof","None",1
"11","L2","Baseline",7,-9.5,"pge_tabgro",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",8,-8.5,"tgt_cherou",28,3.51,"high prof","Both",0
"11","L2","Baseline",8,-8.5,"tgt_cherou",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",8,-8.5,"tgt_cherou",28,3.51,"high prof","None",1
"11","L2","Baseline",8,-8.5,"tgt_cherou",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",9,-7.5,"trd_bronei",28,3.51,"high prof","Both",0
"11","L2","Baseline",9,-7.5,"trd_bronei",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",9,-7.5,"trd_bronei",28,3.51,"high prof","None",1
"11","L2","Baseline",9,-7.5,"trd_bronei",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",10,-6.5,"pre_pnegro",28,3.51,"high prof","Both",0
"11","L2","Baseline",10,-6.5,"pre_pnegro",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",10,-6.5,"pre_pnegro",28,3.51,"high prof","None",1
"11","L2","Baseline",10,-6.5,"pre_pnegro",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",11,-5.5,"pgm_paqdun",28,3.51,"high prof","Both",0
"11","L2","Baseline",11,-5.5,"pgm_paqdun",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",11,-5.5,"pgm_paqdun",28,3.51,"high prof","None",1
"11","L2","Baseline",11,-5.5,"pgm_paqdun",28,3.51,"high prof","Path_verb",0
"11","L2","Baseline",12,-4.5,"prd_balnei",28,3.51,"high prof","Both",0
"11","L2","Baseline",12,-4.5,"prd_balnei",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",12,-4.5,"prd_balnei",28,3.51,"high prof","None",0
"11","L2","Baseline",12,-4.5,"prd_balnei",28,3.51,"high prof","Path_verb",1
"11","L2","Baseline",13,-3.5,"tgm_sactoi",28,3.51,"high prof","Both",0
"11","L2","Baseline",13,-3.5,"tgm_sactoi",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",13,-3.5,"tgm_sactoi",28,3.51,"high prof","None",0
"11","L2","Baseline",13,-3.5,"tgm_sactoi",28,3.51,"high prof","Path_verb",1
"11","L2","Baseline",14,-2.5,"pgt_panrou",28,3.51,"high prof","Both",0
"11","L2","Baseline",14,-2.5,"pgt_panrou",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",14,-2.5,"pgt_panrou",28,3.51,"high prof","None",0
"11","L2","Baseline",14,-2.5,"pgt_panrou",28,3.51,"high prof","Path_verb",1
"11","L2","Baseline",15,-1.5,"pre_pnemai",28,3.51,"high prof","Both",0
"11","L2","Baseline",15,-1.5,"pre_pnemai",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",15,-1.5,"pre_pnemai",28,3.51,"high prof","None",0
"11","L2","Baseline",15,-1.5,"pre_pnemai",28,3.51,"high prof","Path_verb",1
"11","L2","Baseline",16,-0.5,"tgt_cherue",28,3.51,"high prof","Both",0
"11","L2","Baseline",16,-0.5,"tgt_cherue",28,3.51,"high prof","Manner_verb",0
"11","L2","Baseline",16,-0.5,"tgt_cherue",28,3.51,"high prof","None",1
"11","L2","Baseline",16,-0.5,"tgt_cherue",28,3.51,"high prof","Path_verb",0
