"Subject","Group","Condition","Trial","VideoName","cTrial","ClozeScore","VerbType","Used","VbType_Cond","Condition_bin"
"2.P_V","L2","Baseline",1,"prd_balcol",-15.5023910733262,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",2,"trm_voidun",-14.5023910733262,12,"P_V",0,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",3,"prd_balnei",-13.5023910733262,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",4,"tge_chamai",-12.5023910733262,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",5,"trt_pourou",-11.5023910733262,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",6,"tgd_malcol",-10.5023910733262,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",7,"pgt_panrue",-9.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",8,"prm_boudun",-8.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",9,"trd_brocol",-7.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",10,"prm_boutoi",-6.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",11,"pgd_valcol",-5.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",12,"prt_rourou",-4.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",13,"pgm_paqtoi",-3.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",14,"tgt_cherou",-2.50239107332625,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",16,"tgm_sactoi",-0.502391073326248,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",17,"pge_tabgro",0.497608926673752,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",18,"tgm_sacdun",1.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",19,"tre_cadgro",2.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",20,"pgm_paqdun",3.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",21,"tre_cadmai",4.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",22,"pgt_panrou",5.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",23,"trd_bronei",6.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",24,"pge_tabmai",7.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",25,"tgd_malnei",8.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",26,"trt_pourue",9.49760892667375,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",27,"tge_chagro",10.4976089266738,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",28,"trm_voitoi",11.4976089266738,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",29,"pre_pnemai",12.4976089266738,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",30,"tgt_cherue",13.4976089266738,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",31,"pre_pnegro",14.4976089266738,12,"P_V",1,"P_V.Baseline","Baseline"
"2.P_V","L2","Baseline",32,"pgd_valcol",15.4976089266738,12,"P_V",1,"P_V.Baseline","Baseline"
"3.P_V","L2","Path",1,"prt_rourou",-15.5023910733262,26,"P_V",0,"P_V.Path","Primed"
"3.P_V","L2","Path",2,"trm_voidun",-14.5023910733262,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",3,"tgt_cherou",-13.5023910733262,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",4,"pgd_valnei",-12.5023910733262,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",5,"tge_chagro",-11.5023910733262,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",6,"prt_rourue",-10.5023910733262,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",7,"pge_tabmai",-9.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",8,"trt_pourou",-8.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",9,"pgm_paqtoi",-7.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",10,"trd_bronei",-6.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",11,"prm_boudun",-5.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",12,"pgt_panrou",-4.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",13,"pre_pnegro",-3.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",14,"trm_voitoi",-2.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",15,"tgd_malcol",-1.50239107332625,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",16,"pre_pnemai",-0.502391073326248,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",17,"pgd_valcol",0.497608926673752,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",18,"tgt_cherue",1.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",19,"prd_balcol",2.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",20,"pge_tabgro",3.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",21,"prd_balnei",4.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",22,"tge_chamai",5.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",23,"prm_boutoi",6.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",24,"trt_pourue",7.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",25,"tgm_sacdun",8.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",26,"tre_cadmai",9.49760892667375,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",27,"pgt_panrue",10.4976089266738,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",28,"tgm_sactoi",11.4976089266738,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",29,"tre_cadgro",12.4976089266738,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",30,"pgm_paqdun",13.4976089266738,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",31,"tgd_malnei",14.4976089266738,26,"P_V",1,"P_V.Path","Primed"
"3.P_V","L2","Path",32,"pge_tabgro",15.4976089266738,26,"P_V",1,"P_V.Path","Primed"
"4.P_V","L2","Baseline",1,"prd_balcol",-15.5023910733262,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",2,"tgm_sactoi",-14.5023910733262,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",3,"pgt_panrue",-13.5023910733262,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",4,"tgd_malcol",-12.5023910733262,5,"P_V",1,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",5,"trm_voitoi",-11.5023910733262,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",6,"pge_tabmai",-10.5023910733262,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",7,"tgd_malnei",-9.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",8,"prm_boutoi",-8.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",9,"tge_chamai",-7.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",10,"prd_balnei",-6.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",11,"pgm_paqdun",-5.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",12,"tgt_cherou",-4.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",13,"pre_pnemai",-3.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",14,"tgm_sacdun",-2.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",15,"pgd_valcol",-1.50239107332625,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",16,"trt_pourue",-0.502391073326248,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",17,"pre_pnegro",0.497608926673752,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",18,"trd_bronei",1.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",19,"pgt_panrou",2.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",20,"prm_boudun",3.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",21,"pge_tabgro",4.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",22,"trm_voidun",5.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",23,"tgt_cherue",6.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",24,"tre_cadmai",7.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",25,"prt_rourou",8.49760892667375,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",26,"pgd_valnei",9.49760892667375,5,"P_V",1,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",27,"tre_cadgro",10.4976089266738,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",28,"pgm_paqtoi",11.4976089266738,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",29,"trt_pourou",12.4976089266738,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",30,"tge_chagro",13.4976089266738,5,"P_V",0,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",31,"trd_brocol",14.4976089266738,5,"P_V",1,"P_V.Baseline","Baseline"
"4.P_V","L2","Baseline",32,"pge_tabgro",15.4976089266738,5,"P_V",0,"P_V.Baseline","Baseline"
"6.P_V","L2","Path",1,"tre_cadmai",-15.5023910733262,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",2,"tgd_malnei",-14.5023910733262,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",3,"prm_boutoi",-13.5023910733262,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",4,"trt_pourue",-12.5023910733262,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",5,"pge_tabgro",-11.5023910733262,27,"P_V",0,"P_V.Path","Primed"
"6.P_V","L2","Path",6,"tgt_cherou",-10.5023910733262,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",7,"trm_voitoi",-9.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",8,"pgt_panrou",-8.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",9,"trm_voidun",-7.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",10,"pge_tabmai",-6.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",11,"trd_bronei",-5.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",12,"pgm_paqdun",-4.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",13,"tre_cadgro",-3.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",14,"prt_rourou",-2.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",15,"tgm_sactoi",-1.50239107332625,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",16,"prd_balnei",-0.502391073326248,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",17,"tge_chagro",0.497608926673752,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",18,"trd_brocol",1.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",19,"pre_pnemai",2.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",20,"pgt_panrue",3.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",21,"prd_balcol",4.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",22,"tge_chamai",5.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",23,"prt_rourue",6.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",24,"pgm_paqtoi",7.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",25,"tgd_malcol",8.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",26,"pre_pnegro",9.49760892667375,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",27,"tgm_sacdun",10.4976089266738,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",28,"pgd_valcol",11.4976089266738,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",29,"trt_pourou",12.4976089266738,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",30,"pgd_valnei",13.4976089266738,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",31,"tgt_cherue",14.4976089266738,27,"P_V",1,"P_V.Path","Primed"
"6.P_V","L2","Path",32,"pre_pnegro",15.4976089266738,27,"P_V",1,"P_V.Path","Primed"
"7.P_V","L2","Baseline",1,"prt_rourue",-15.5023910733262,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",2,"pge_tabmai",-14.5023910733262,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",3,"tgm_sactoi",-13.5023910733262,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",4,"trd_bronei",-12.5023910733262,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",5,"prm_boutoi",-11.5023910733262,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",6,"tgt_cherue",-10.5023910733262,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",7,"pre_pnegro",-9.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",8,"tgd_malnei",-8.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",9,"trm_voidun",-7.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",10,"pre_pnemai",-6.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",11,"pgd_valnei",-5.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",12,"prt_rourou",-4.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",13,"tgm_sacdun",-3.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",14,"trt_pourou",-2.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",15,"pgm_paqdun",-1.50239107332625,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",16,"tgt_cherou",-0.502391073326248,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",17,"pge_tabgro",0.497608926673752,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",18,"trt_pourue",1.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",19,"prm_boudun",2.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",20,"tge_chagro",3.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",21,"pgt_panrou",4.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",22,"tge_chamai",5.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",23,"pgt_panrue",6.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",24,"tgd_malcol",7.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",25,"trm_voitoi",8.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",26,"prd_balnei",9.49760892667375,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",27,"tre_cadmai",10.4976089266738,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",28,"pgm_paqtoi",11.4976089266738,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",29,"prd_balcol",12.4976089266738,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",30,"tre_cadgro",13.4976089266738,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",31,"pgd_valcol",14.4976089266738,14,"P_V",0,"P_V.Baseline","Baseline"
"7.P_V","L2","Baseline",32,"pre_pnegro",15.4976089266738,14,"P_V",0,"P_V.Baseline","Baseline"
"9.P_V","L2","Path",1,"prd_balcol",-15.5023910733262,34,"P_V",0,"P_V.Path","Primed"
"9.P_V","L2","Path",2,"trt_pourou",-14.5023910733262,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",3,"tgd_malcol",-13.5023910733262,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",4,"trm_voitoi",-12.5023910733262,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",5,"pgt_panrue",-11.5023910733262,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",6,"trd_bronei",-10.5023910733262,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",7,"pgt_panrou",-9.50239107332625,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",8,"tre_cadgro",-8.50239107332625,34,"P_V",0,"P_V.Path","Primed"
"9.P_V","L2","Path",9,"tgt_cherou",-7.50239107332625,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",10,"pge_tabgro",-6.50239107332625,34,"P_V",0,"P_V.Path","Primed"
"9.P_V","L2","Path",11,"prm_boudun",-5.50239107332625,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",12,"tge_chagro",-4.50239107332625,34,"P_V",0,"P_V.Path","Primed"
"9.P_V","L2","Path",13,"trt_pourue",-3.50239107332625,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",14,"tge_chamai",-2.50239107332625,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",15,"pgd_valnei",-1.50239107332625,34,"P_V",0,"P_V.Path","Primed"
"9.P_V","L2","Path",16,"prm_boutoi",-0.502391073326248,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",17,"tgt_cherue",0.497608926673752,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",18,"pgm_paqtoi",1.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",19,"pre_pnemai",2.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",20,"trd_brocol",3.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",21,"tgm_sactoi",4.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",22,"pge_tabmai",5.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",23,"prt_rourou",6.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",24,"tre_cadmai",7.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",25,"pgm_paqdun",8.49760892667375,34,"P_V",0,"P_V.Path","Primed"
"9.P_V","L2","Path",26,"pre_pnegro",9.49760892667375,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",27,"tgm_sacdun",10.4976089266738,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",28,"pgd_valcol",11.4976089266738,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",29,"prt_rourue",12.4976089266738,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",30,"trm_voidun",13.4976089266738,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",31,"prd_balnei",14.4976089266738,34,"P_V",1,"P_V.Path","Primed"
"9.P_V","L2","Path",32,"pgm_paqdun",15.4976089266738,34,"P_V",1,"P_V.Path","Primed"
"11.P_V","L2","Baseline",1,"pgm_paqtoi",-15.5023910733262,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",2,"tge_chamai",-14.5023910733262,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",3,"pgd_valnei",-13.5023910733262,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",4,"trt_pourou",-12.5023910733262,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",5,"tgd_malnei",-11.5023910733262,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",6,"trm_voidun",-10.5023910733262,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",7,"pge_tabgro",-9.50239107332625,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",8,"tgt_cherou",-8.50239107332625,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",9,"trd_bronei",-7.50239107332625,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",10,"pre_pnegro",-6.50239107332625,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",11,"pgm_paqdun",-5.50239107332625,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",12,"prd_balnei",-4.50239107332625,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",13,"tgm_sactoi",-3.50239107332625,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",14,"pgt_panrou",-2.50239107332625,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",15,"pre_pnemai",-1.50239107332625,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",16,"tgt_cherue",-0.502391073326248,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",17,"prm_boudun",0.497608926673752,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",18,"pge_tabmai",1.49760892667375,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",19,"trm_voitoi",2.49760892667375,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",20,"tgd_malcol",3.49760892667375,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",21,"tre_cadgro",4.49760892667375,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",22,"tgm_sacdun",5.49760892667375,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",23,"prt_rourue",6.49760892667375,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",24,"pgd_valcol",7.49760892667375,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",25,"prm_boutoi",8.49760892667375,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",26,"trd_brocol",9.49760892667375,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",27,"pgt_panrue",10.4976089266738,28,"P_V",0,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",28,"tge_chagro",11.4976089266738,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",29,"trt_pourue",12.4976089266738,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",30,"prd_balcol",13.4976089266738,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",31,"tre_cadmai",14.4976089266738,28,"P_V",1,"P_V.Baseline","Baseline"
"11.P_V","L2","Baseline",32,"pgt_panrue",15.4976089266738,28,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",1,"trd_bronei",-15.5023910733262,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",2,"prt_rourue",-14.5023910733262,33,"P_V",0,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",3,"tre_cadmai",-13.5023910733262,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",4,"tgt_cherue",-12.5023910733262,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",5,"pre_pnemai",-11.5023910733262,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",6,"pgd_valcol",-10.5023910733262,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",7,"prt_rourou",-9.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",8,"pgd_valnei",-8.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",9,"tgt_cherou",-7.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",10,"trm_voitoi",-6.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",11,"tge_chagro",-5.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",12,"trt_pourue",-4.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",13,"pge_tabgro",-3.50239107332625,33,"P_V",0,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",14,"trt_pourou",-2.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",15,"tgm_sactoi",-1.50239107332625,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",16,"pre_pnegro",-0.502391073326248,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",17,"trd_brocol",0.497608926673752,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",18,"tgm_sacdun",1.49760892667375,33,"P_V",1,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",19,"prd_balcol",2.49760892667375,33,"P_V",0,"P_V.Baseline","Baseline"
"12.P_V","L2","Baseline",20,"tge_chamai",3.49760892667375,33,"P_V",1,"P_V.Baseline","Baseline"
